Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,,Overlap Type,,,,,reltarx,reltary,reltarz,relpenx,relpeny,relpenz,relcollx,relxolly,relxollz,,,,,,,,,,,,,,
146,,-0.8223649,-0.03015381,-2.756395,-0.8085476,-0.03015381,-2.747075,-0.8203136,-0.02696371,-2.73953,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0723649,-0.03015381,0.093605,-0.0585476,-0.03015381,0.102925,-0.0703136,-0.02696371,0.11047,,0.122097613,,,,,,,,,,,,
67,,-0.8415064,-0.007596254,-2.764698,-0.8285427,-0.007596254,-2.751734,-0.8343519,-0.02091622,-2.745985,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0915064,-0.007596254,0.085302,-0.0785427,-0.007596254,0.098266,-0.0843519,-0.02091622,0.104015,,0.125329787,,,,,,,,,,,,
76,,-0.6617429,-0.01703721,-2.762386,-0.6507726,-0.01703721,-2.772616,-0.6709545,-0.01282692,-2.754104,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.0882571,-0.01703721,0.087614,0.0992274,-0.01703721,0.077384,0.0790455,-0.01282692,0.095896,,0.125522091,,,,,,,,,,,,
152,,-0.858532,-0.03015381,-2.793747,-0.8494546,-0.03015381,-2.779769,-0.844058,-0.0180974,-2.767445,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.108532,-0.03015381,0.056253,-0.0994546,-0.03015381,0.070231,-0.094058,-0.0180974,0.082555,,0.125908091,,,,,,,,,,,,
43,,-0.7702441,-0.01703721,-2.726033,-0.7537826,-0.01703721,-2.723426,-0.7720645,-0.0176518,-2.727838,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0202441,-0.01703721,0.123967,-0.0037826,-0.01703721,0.126574,-0.0220645,-0.0176518,0.122162,,0.126759249,,,,,,,,,,,,
85,,-0.6357381,-0.01703721,-2.797089,-0.6271312,-0.01703721,-2.813277,-0.6524807,-0.004378796,-2.782908,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1142619,-0.01703721,0.052911,0.1228688,-0.01703721,0.036723,0.0975193,-0.004378796,0.067092,,0.127065425,,,,,,,,,,,,
77,,-0.8296725,-0.03015381,-2.75514,-0.8441193,-0.03015381,-2.766427,-0.8276764,-0.03424573,-2.727203,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0796725,-0.03015381,0.09486,-0.0941193,-0.03015381,0.083573,-0.0776764,-0.03424573,0.122797,,0.127496585,,,,,,,,,,,,
35,,-0.826065,-0.01703721,-2.748426,-0.8139297,-0.01703721,-2.739609,-0.8246524,-0.01621294,-2.751297,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.076065,-0.01703721,0.101574,-0.0639297,-0.01703721,0.110391,-0.0746524,-0.01621294,0.098703,,0.128036824,,,,,,,,,,,,
28,,-0.6439939,-0.01703721,-2.778223,-0.6334783,-0.01703721,-2.79324,-0.6453464,-0.01989508,-2.75855,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1060061,-0.01703721,0.071777,0.1165217,-0.01703721,0.05676,0.1046536,-0.01989508,0.09145,,0.129149129,,,,,,,,,,,,
21,,-0.6668171,-0.01703721,-2.752665,-0.652773,-0.01703721,-2.764449,-0.6767462,-0.02483392,-2.742344,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.0831829,-0.01703721,0.097335,0.097227,-0.01703721,0.085551,0.0732538,-0.02483392,0.107656,,0.129165644,,,,,,,,,,,,
44,,-0.7036238,-0.03015381,-2.733121,-0.7176275,-0.03015381,-2.727746,-0.7011284,-0.02555823,-2.735377,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.0463762,-0.03015381,0.116879,0.0323725,-0.03015381,0.122254,0.0488716,-0.02555823,0.114623,,0.129308564,,,,,,,,,,,,
81,,-0.6209057,-0.007596254,-2.848471,-0.6220683,-0.007596254,-2.831845,-0.6237783,-0.005172968,-2.846795,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1290943,-0.007596254,0.001529,0.1279317,-0.007596254,0.018155,0.1262217,-0.005172968,0.003205,,0.129326638,,,,,,,,,,,,
109,,-0.6207678,-0.007596254,-2.85336,-0.6199828,-0.007596254,-2.868339,-0.636579,-0.007977009,-2.824361,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.1292322,-0.007596254,-0.00336,0.1300172,-0.007596254,-0.018339,0.113421,-0.007977009,0.025639,,0.129498858,,,,,,,,,,,,
75,,-0.6225565,-0.01703721,-2.834472,-0.6254507,-0.01703721,-2.818058,-0.6380446,-0.006502628,-2.822245,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1274435,-0.01703721,0.015528,0.1245493,-0.01703721,0.031942,0.1119554,-0.006502628,0.027755,,0.129511509,,,,,,,,,,,,
3,,-0.6215551,-0.007596254,-2.866029,-0.6235862,-0.007596254,-2.882571,-0.6288903,0.005483627,-2.865684,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1284449,-0.007596254,-0.016029,0.1264138,-0.007596254,-0.032571,0.1211097,0.005483627,-0.015684,,0.12966389,,,,,,,,,,,,
22,,-0.8790943,-0.007596254,-2.860919,-0.8778154,-0.007596254,-2.879208,-0.8646486,-0.01041794,-2.850519,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1290943,-0.007596254,-0.010919,-0.1278154,-0.007596254,-0.029208,-0.1146486,-0.01041794,-0.000519,,0.129777756,,,,,,,,,,,,
121,,-0.8743964,-0.03015381,-2.82568,-0.8698025,-0.03015381,-2.809659,-0.8706494,-0.01710868,-2.801787,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1243964,-0.03015381,0.02432,-0.1198025,-0.03015381,0.040341,-0.1206494,-0.01710868,0.048213,,0.130288829,,,,,,,,,,,,
48,,-0.8533511,-0.03015381,-2.776426,-0.8643844,-0.03015381,-2.791068,-0.8404781,-0.01727843,-2.767657,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1033511,-0.03015381,0.073574,-0.1143844,-0.03015381,0.058932,-0.0904781,-0.01727843,0.082343,,0.130398756,,,,,,,,,,,,
29,,-0.763527,-0.03015381,-2.723855,-0.7469516,-0.03015381,-2.722113,-0.768851,-0.02344441,-2.726122,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.013527,-0.03015381,0.126145,0.0030484,-0.03015381,0.127887,-0.018851,-0.02344441,0.123878,,0.130402427,,,,,,,,,,,,
63,,-0.8778163,-0.007596254,-2.876037,-0.8806843,-0.007596254,-2.857929,-0.8759779,-0.01616025,-2.860424,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1278163,-0.007596254,-0.026037,-0.1306843,-0.007596254,-0.007929,-0.1259779,-0.01616025,-0.010424,,0.130662294,,,,,,,,,,,,
50,,-0.8609256,-0.03015381,-2.787846,-0.8532,-0.03015381,-2.774988,-0.8464317,-0.02249789,-2.778431,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1109256,-0.03015381,0.062154,-0.1032,-0.03015381,0.075012,-0.0964317,-0.02249789,0.071569,,0.130678463,,,,,,,,,,,,
36,,-0.8533511,-0.03015381,-2.775317,-0.8623783,-0.03015381,-2.787297,-0.8439115,-0.01796055,-2.767726,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1033511,-0.03015381,0.074683,-0.1123783,-0.03015381,0.062703,-0.0939115,-0.01796055,0.082274,,0.131027679,,,,,,,,,,,,
123,,-0.8793898,-0.01703721,-2.86376,-0.8790699,-0.01703721,-2.88209,-0.8709933,-0.02277279,-2.828067,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1293898,-0.01703721,-0.01376,-0.1290699,-0.01703721,-0.03209,-0.1209933,-0.02277279,0.021933,,0.131230044,,,,,,,,,,,,
32,,-0.65383,-0.007596254,-2.939443,-0.6415626,-0.007596254,-2.925819,-0.6618431,0.004754066,-2.922579,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.09617,-0.007596254,-0.089443,0.1084374,-0.007596254,-0.075819,0.0881569,0.004754066,-0.072579,,0.131553876,,,,,,,,,,,,
101,,-0.6225565,-0.007596254,-2.881845,-0.6196623,-0.007596254,-2.865432,-0.6422038,-0.009104967,-2.861734,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1274435,-0.007596254,-0.031845,0.1303377,-0.007596254,-0.015432,0.1077962,-0.009104967,-0.011734,,0.131581354,,,,,,,,,,,,
8,,-0.7275283,-0.03015381,-2.723233,-0.7127562,-0.03015381,-2.725837,-0.7379116,-0.02880812,-2.723579,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.0224717,-0.03015381,0.126767,0.0372438,-0.03015381,0.124163,0.0120884,-0.02880812,0.126421,,0.132227463,,,,,,,,,,,,
31,,-0.8185766,-0.01703721,-2.962502,-0.8312973,-0.01703721,-2.954553,-0.8117523,-0.006100655,-2.945868,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0685766,-0.01703721,-0.112502,-0.0812973,-0.01703721,-0.104553,-0.0617523,-0.006100655,-0.095868,,0.132852236,,,,,,,,,,,,
145,,-0.6215551,-0.01703721,-2.879361,-0.6235862,-0.01703721,-2.895903,-0.6449802,-0.01427269,-2.854212,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1284449,-0.01703721,-0.029361,0.1264138,-0.01703721,-0.045903,0.1050198,-0.01427269,-0.004212,,0.13285491,,,,,,,,,,,,
151,,-0.6218499,-0.01703721,-2.882147,-0.6195303,-0.01703721,-2.865643,-0.6419691,-0.000108481,-2.857238,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1281501,-0.01703721,-0.032147,0.1304697,-0.01703721,-0.015643,0.1080309,-0.000108481,-0.007238,,0.133214655,,,,,,,,,,,,
164,,-0.8765816,-0.007596254,-2.892287,-0.8734629,-0.007596254,-2.906959,-0.8838678,-0.0197928,-2.855595,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1265816,-0.007596254,-0.042287,-0.1234629,-0.007596254,-0.056959,-0.1338678,-0.0197928,-0.005595,,0.133674212,,,,,,,,,,,,
47,,-0.8242263,-0.01703721,-2.960222,-0.8092085,-0.01703721,-2.970738,-0.8148756,-0.009930372,-2.941359,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0742263,-0.01703721,-0.110222,-0.0592085,-0.01703721,-0.120738,-0.0648756,-0.009930372,-0.091359,,0.133972756,,,,,,,,,,,,
55,,-0.6703275,-0.01703721,-2.956968,-0.657194,-0.01703721,-2.946707,-0.6592377,-0.00400877,-2.941653,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.0796725,-0.01703721,-0.106968,0.092806,-0.01703721,-0.096707,0.0907623,-0.00400877,-0.091653,,0.134462362,,,,,,,,,,,,
170,,-0.875,-0.007596254,-2.899409,-0.8793136,-0.007596254,-2.88331,-0.8677301,-0.01669145,-2.86394,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.125,-0.007596254,-0.049409,-0.1293136,-0.007596254,-0.03331,-0.1177301,-0.01669145,-0.01394,,0.134625229,,,,,,,,,,,,
56,,-0.7567728,-0.007596254,-2.984312,-0.7717522,-0.007596254,-2.983527,-0.7587904,-0.005819559,-2.960744,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0067728,-0.007596254,-0.134312,-0.0217522,-0.007596254,-0.133527,-0.0087904,-0.005819559,-0.110744,,0.13469702,,,,,,,,,,,,
25,,-0.8166509,-0.03015381,-2.963102,-0.8037934,-0.03015381,-2.970828,-0.8204421,-0.02665234,-2.941333,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0666509,-0.03015381,-0.113102,-0.0537934,-0.03015381,-0.120828,-0.0704421,-0.02665234,-0.091333,,0.134698393,,,,,,,,,,,,
54,,-0.8166509,-0.01703721,-2.965835,-0.830937,-0.01703721,-2.957251,-0.8274958,-0.008652925,-2.93431,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0666509,-0.01703721,-0.115835,-0.080937,-0.01703721,-0.107251,-0.0774958,-0.008652925,-0.08431,,0.134723258,,,,,,,,,,,,
124,,-0.6291858,-0.01703721,-2.907947,-0.6357559,-0.01703721,-2.925062,-0.6317734,-0.01899791,-2.880523,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1208142,-0.01703721,-0.057947,0.1142441,-0.01703721,-0.075062,0.1182266,-0.01899791,-0.030523,,0.135071064,,,,,,,,,,,,
86,,-0.6466489,-0.01703721,-2.935813,-0.6576822,-0.01703721,-2.950455,-0.6596445,-0.000724316,-2.912253,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1033511,-0.01703721,-0.085813,0.0923178,-0.01703721,-0.100455,0.0903555,-0.000724316,-0.062253,,0.135408963,,,,,,,,,,,,
80,,-0.6584936,-0.01703721,-2.948913,-0.64553,-0.01703721,-2.93595,-0.6758248,-0.01104569,-2.924484,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.0915064,-0.01703721,-0.098913,0.10447,-0.01703721,-0.08595,0.0741752,-0.01104569,-0.074484,,0.135821461,,,,,,,,,,,,
117,,-0.6256036,-0.03015381,-2.896522,-0.621469,-0.03015381,-2.882103,-0.6292793,-0.01413703,-2.872524,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.1243964,-0.03015381,-0.046522,0.128531,-0.03015381,-0.032103,0.1207207,-0.01413703,-0.022524,,0.13619109,,,,,,,,,,,,
74,,-0.7567728,-0.01703721,-2.986091,-0.7417934,-0.01703721,-2.986876,-0.7524535,-0.004571438,-2.957494,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0067728,-0.01703721,-0.136091,0.0082066,-0.01703721,-0.136876,-0.0024535,-0.004571438,-0.107494,,0.13732042,,,,,,,,,,,,
91,,-0.7057393,-0.007596254,-2.980029,-0.691644,-0.007596254,-2.974899,-0.7103642,0.004463673,-2.951042,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.0442607,-0.007596254,-0.130029,0.058356,-0.007596254,-0.124899,0.0396358,0.004463673,-0.101042,,0.137565452,,,,,,,,,,,,
60,,-0.8067294,-0.03015381,-2.971839,-0.7902515,-0.03015381,-2.979876,-0.8061315,-0.02267194,-2.945637,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0567294,-0.03015381,-0.121839,-0.0402515,-0.03015381,-0.129876,-0.0561315,-0.02267194,-0.095637,,0.137739678,,,,,,,,,,,,
136,,-0.6379281,-0.03015381,-2.927426,-0.6295947,-0.03015381,-2.912992,-0.6438633,-0.009803772,-2.893514,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1120719,-0.03015381,-0.077426,0.1204053,-0.03015381,-0.062992,0.1061367,-0.009803772,-0.043514,,0.139513972,,,,,,,,,,,,
87,,-0.8107541,-0.03015381,-2.972284,-0.7945668,-0.03015381,-2.980891,-0.8132204,-0.01596117,-2.943098,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0607541,-0.03015381,-0.122284,-0.0445668,-0.03015381,-0.130891,-0.0632204,-0.01596117,-0.093098,,0.139834508,,,,,,,,,,,,
143,,-0.6650997,-0.007596254,-2.961066,-0.6789361,-0.007596254,-2.973093,-0.6855228,-0.005373716,-2.926022,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.0849003,-0.007596254,-0.111066,0.0710639,-0.007596254,-0.123093,0.0644772,-0.005373716,-0.076022,,0.140005073,,,,,,,,,,,,
180,,-0.8572854,-0.01703721,-2.939207,-0.8488975,-0.01703721,-2.951642,-0.8553988,-0.01438141,-2.890573,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1072854,-0.01703721,-0.089207,-0.0988975,-0.01703721,-0.101642,-0.1053988,-0.01438141,-0.040573,,0.140564264,,,,,,,,,,,,
125,,-0.7100102,-0.007596254,-2.984732,-0.7258612,-0.007596254,-2.989882,-0.7019366,0.01145792,-2.954576,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.0399898,-0.007596254,-0.134732,0.0241388,-0.007596254,-0.139882,0.0480634,0.01145792,-0.104576,,0.140746577,,,,,,,,,,,,
158,,-0.8331828,-0.03015381,-2.963972,-0.8446735,-0.03015381,-2.95433,-0.8311245,-0.01954532,-2.920707,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0831828,-0.03015381,-0.113972,-0.0946735,-0.03015381,-0.10433,-0.0811245,-0.01954532,-0.070707,,0.144285298,,,,,,,,,,,,
173,,-0.6994357,-0.007596254,-2.985322,-0.6856281,-0.007596254,-2.979461,-0.6974361,0.001028776,-2.939718,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.0505643,-0.007596254,-0.135322,0.0643719,-0.007596254,-0.129461,0.0525639,0.001028776,-0.089718,,0.144659929,,,,,,,,,,,,
169,,-0.6804439,-0.01703721,-2.709602,-0.6652182,-0.01703721,-2.716381,-0.6986381,-0.01751566,-2.680643,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.0695561,-0.01703721,0.140398,0.0847818,-0.01703721,0.133619,0.0513619,-0.01751566,0.169357,,0.15760684,,,,,,,,,,,,
150,,-0.7884689,-0.01703721,-2.697425,-0.8047084,-0.01703721,-2.701174,-0.7803101,-0.02916527,-2.674475,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0384689,-0.01703721,0.152575,-0.0547084,-0.01703721,0.148826,-0.0303101,-0.02916527,0.175525,,0.158269559,,,,,,,,,,,,
177,,-0.635572,-0.01703721,-2.739483,-0.6467192,-0.01703721,-2.729446,-0.6450782,-0.01597142,-2.719601,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.114428,-0.01703721,0.110517,0.1032808,-0.01703721,0.120554,0.1049218,-0.01597142,0.130399,,0.159993878,,,,,,,,,,,,
122,,-0.7115311,-0.01703721,-2.694802,-0.6969156,-0.01703721,-2.698176,-0.7212828,-0.02206635,-2.682006,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.0384689,-0.01703721,0.155198,0.0530844,-0.01703721,0.151824,0.0287172,-0.02206635,0.167994,,0.160799695,,,,,,,,,,,,
129,,-0.8302844,-0.01703721,-2.711077,-0.814097,-0.01703721,-2.70247,-0.8188547,-0.01615858,-2.699025,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0802844,-0.01703721,0.138923,-0.064097,-0.01703721,0.14753,-0.0688547,-0.01615858,0.150975,,0.161355047,,,,,,,,,,,,
149,,-0.672363,-0.03015381,-2.711607,-0.657513,-0.03015381,-2.719173,-0.6894301,-0.02831006,-2.693557,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.077637,-0.03015381,0.138393,0.092487,-0.03015381,0.130827,0.0605699,-0.02831006,0.156443,,0.161522068,,,,,,,,,,,,
108,,-0.7470155,-0.01703721,-2.689074,-0.728685,-0.01703721,-2.689394,-0.7489901,-0.02916265,-2.677693,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.0029845,-0.01703721,0.160926,0.021315,-0.01703721,0.160606,0.0010099,-0.02916265,0.172307,,0.161852869,,,,,,,,,,,,
134,,-0.8750688,-0.007596254,-2.745912,-0.8637022,-0.007596254,-2.733723,-0.8772097,-0.01905107,-2.710238,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1250688,-0.007596254,0.104088,-0.1137022,-0.007596254,0.116277,-0.1272097,-0.01905107,0.139762,,0.162893277,,,,,,,,,,,,
137,,-0.6593785,-0.03015381,-2.717797,-0.6735126,-0.03015381,-2.708965,-0.6668351,-0.02679491,-2.703157,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.0906215,-0.03015381,0.132203,0.0764874,-0.03015381,0.141035,0.0831649,-0.02679491,0.146843,,0.163092433,,,,,,,,,,,,
71,,-0.7796956,-0.007596254,-2.688183,-0.7616408,-0.007596254,-2.684999,-0.783712,-0.009804249,-2.684781,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0296956,-0.007596254,0.161817,-0.0116408,-0.007596254,0.165001,-0.033712,-0.009804249,0.165219,,0.164694484,,,,,,,,,,,,
88,,-0.7738,-0.03015381,-2.688764,-0.788654,-0.03015381,-2.690852,-0.7683981,-0.02676988,-2.677985,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0238,-0.03015381,0.161236,-0.038654,-0.03015381,0.159148,-0.0183981,-0.02676988,0.172015,,0.165749027,,,,,,,,,,,,
159,,-0.5925844,-0.007596254,-2.798114,-0.585421,-0.007596254,-2.81499,-0.6098349,-0.004932165,-2.770104,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1574156,-0.007596254,0.051886,0.164579,-0.007596254,0.03501,0.1401651,-0.004932165,0.079896,,0.165920256,,,,,,,,,,,,
58,,-0.8406215,-0.007596254,-2.710231,-0.8561691,-0.007596254,-2.719946,-0.8275749,-0.01537418,-2.693512,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0906215,-0.007596254,0.139769,-0.1061691,-0.007596254,0.130054,-0.0775749,-0.01537418,0.156488,,0.166749311,,,,,,,,,,,,
99,,-0.5990071,-0.007596254,-2.778911,-0.6068316,-0.007596254,-2.764195,-0.605747,-0.02121043,-2.754352,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1509929,-0.007596254,0.071089,0.1431684,-0.007596254,0.085805,0.144253,-0.02121043,0.095648,,0.167063476,,,,,,,,,,,,
37,,-0.7291591,-0.007596254,-2.683538,-0.7473558,-0.007596254,-2.681304,-0.7288407,-0.01427031,-2.664626,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.0208409,-0.007596254,0.166462,0.0026442,-0.007596254,0.168696,0.0211593,-0.01427031,0.185374,,0.16793345,,,,,,,,,,,,
97,,-0.8847578,-0.03015381,-2.753726,-0.8939927,-0.03015381,-2.765546,-0.8783345,-0.02446961,-2.733091,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1347578,-0.03015381,0.096274,-0.1439927,-0.03015381,0.084454,-0.1283345,-0.02446961,0.116909,,0.168337756,,,,,,,,,,,,
89,,-0.8770853,-0.03015381,-2.743769,-0.8882375,-0.03015381,-2.756155,-0.8626915,-0.02411914,-2.72388,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1270853,-0.03015381,0.106231,-0.1382375,-0.03015381,0.093845,-0.1126915,-0.02411914,0.12612,,0.168359589,,,,,,,,,,,,
98,,-0.6134253,-0.03015381,-2.756184,-0.603395,-0.03015381,-2.769495,-0.6217195,-0.03468657,-2.72581,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1365747,-0.03015381,0.093816,0.146605,-0.03015381,0.080505,0.1282805,-0.03468657,0.12419,,0.1684142,,,,,,,,,,,,
46,,-0.6470836,-0.01703721,-2.71754,-0.6324419,-0.01703721,-2.728573,-0.6528509,-0.01242065,-2.711754,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1029164,-0.01703721,0.13246,0.1175581,-0.01703721,0.121427,0.0971491,-0.01242065,0.138246,,0.16860517,,,,,,,,,,,,
114,,-0.6019009,-0.03015381,-2.775065,-0.5935676,-0.03015381,-2.789499,-0.6143624,-0.02215791,-2.756246,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.1480991,-0.03015381,0.074935,0.1564324,-0.03015381,0.060501,0.1356376,-0.02215791,0.093754,,0.168694546,,,,,,,,,,,,
155,,-0.9106969,-0.03015381,-2.806021,-0.9169673,-0.03015381,-2.823248,-0.8973794,-0.01334476,-2.773495,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1606969,-0.03015381,0.043979,-0.1669673,-0.03015381,0.026752,-0.1473794,-0.01334476,0.076505,,0.169313019,,,,,,,,,,,,
15,,-0.7913711,-0.007596254,-2.685352,-0.8091599,-0.007596254,-2.689787,-0.792156,-0.01809716,-2.689363,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0413711,-0.007596254,0.164648,-0.0591599,-0.007596254,0.160213,-0.042156,-0.01809716,0.160637,,0.169935973,,,,,,,,,,,,
78,,-0.918412,-0.007596254,-2.827539,-0.9213062,-0.007596254,-2.843952,-0.9107648,-0.01386786,-2.804857,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.168412,-0.007596254,0.022461,-0.1713062,-0.007596254,0.006048,-0.1607648,-0.01386786,0.045143,,0.170072929,,,,,,,,,,,,
39,,-0.5864623,-0.007596254,-2.803455,-0.5811021,-0.007596254,-2.820987,-0.5972997,-0.006742001,-2.798354,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1635377,-0.007596254,0.046545,0.1688979,-0.007596254,0.029013,0.1527003,-0.006742001,0.051646,,0.170201996,,,,,,,0,,,,,
45,,-0.8599232,-0.03015381,-2.72302,-0.8726906,-0.03015381,-2.733733,-0.8475149,-0.01918292,-2.708148,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1099232,-0.03015381,0.12698,-0.1226906,-0.03015381,0.116267,-0.0975149,-0.01918292,0.141852,,0.170634939,,,,,,,,,,,,
6,,-0.9207757,-0.007596254,-2.841566,-0.9199035,-0.007596254,-2.824922,-0.9080675,-0.003944874,-2.836622,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1707757,-0.007596254,0.008434,-0.1699035,-0.007596254,0.025078,-0.1580675,-0.003944874,0.013378,,0.171152491,,,,,,,,,,,,
9,,-0.6269857,-0.007596254,-2.969552,-0.6165658,-0.007596254,-2.958761,-0.6362321,0.006002426,-2.964284,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.1230143,-0.007596254,-0.119552,0.1334342,-0.007596254,-0.108761,0.1137679,0.006002426,-0.114284,,0.171705858,,,,,,,,,,,,
153,,-0.920984,-0.007596254,-2.867295,-0.9212749,-0.007596254,-2.850631,-0.9214783,-0.01736593,-2.835035,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.170984,-0.007596254,-0.017295,-0.1712749,-0.007596254,-0.000631,-0.1714783,-0.01736593,0.014965,,0.172024267,,,,,,,,,,,,
13,,-0.7028633,-0.007596254,-3.015494,-0.7188843,-0.007596254,-3.020088,-0.6935072,-0.0119853,-3.018766,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.0471367,-0.007596254,-0.165494,0.0311157,-0.007596254,-0.170088,0.0564928,-0.0119853,-0.168766,,0.172243536,,,,,,,,,,,,
61,,-0.9178681,-0.007596254,-2.888239,-0.915006,-0.007596254,-2.902964,-0.9114876,-0.01699901,-2.877283,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1678681,-0.007596254,-0.038239,-0.165006,-0.007596254,-0.052964,-0.1614876,-0.01699901,-0.027283,,0.172335786,,,,,,,,,,,,
17,,-0.75,-0.007596254,-3.022469,-0.735,-0.007596254,-3.022469,-0.7522135,-0.01489258,-3.007484,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0,-0.007596254,-0.172469,0.015,-0.007596254,-0.172469,-0.0022135,-0.01489258,-0.157484,,0.172636204,,,,,,,,,,,,
26,,-0.8750688,-0.007596254,-2.968903,-0.8852988,-0.007596254,-2.957933,-0.8691062,-0.01157141,-2.952895,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1250688,-0.007596254,-0.118903,-0.1352988,-0.007596254,-0.107933,-0.1191062,-0.01157141,-0.102895,,0.172736305,,,,,,,,,,,,
