Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,,Overlap Type,,,,,reltarx,reltary,reltarz,relpenx,relpeny,relpenz,relcollx,relxolly,relxollz,,,,,,,,,,,,,,
49,,-0.9178681,-0.01703721,-2.887021,-0.914688,-0.01703721,-2.903382,-0.9271542,-0.004463911,-2.885757,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1678681,-0.01703721,-0.037021,-0.164688,-0.01703721,-0.053382,-0.1771542,-0.004463911,-0.035757,,0.172744088,,,,,,,,,,,,
113,,-0.9203593,-0.03015381,-2.845572,-0.9218119,-0.03015381,-2.862175,-0.9174637,-0.03773761,-2.817288,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1703593,-0.03015381,0.004428,-0.1718119,-0.03015381,-0.012175,-0.1674637,-0.03773761,0.032712,,0.173064007,,,,,,,,,,,,
30,,-0.6019009,-0.01703721,-2.938161,-0.5927343,-0.01703721,-2.922284,-0.6106381,-0.00242281,-2.927468,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1480991,-0.01703721,-0.088161,0.1572657,-0.01703721,-0.072284,0.1393619,-0.00242281,-0.077468,,0.173193452,,,,,,,,,,,,
53,,-0.5864623,-0.01703721,-2.904763,-0.5811021,-0.01703721,-2.88723,-0.5874047,0.001385927,-2.888517,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.1635377,-0.01703721,-0.054763,0.1688979,-0.01703721,-0.03723,0.1625953,0.001385927,-0.038517,,0.173302718,,,,,,,,,,,,
5,,-0.9135377,-0.03015381,-2.80043,-0.9081776,-0.03015381,-2.782898,-0.8993892,-0.02292848,-2.793999,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1635377,-0.03015381,0.04957,-0.1581776,-0.03015381,0.067102,-0.1493892,-0.02292848,0.056001,,0.173525262,,,,,,,,,,,,
24,,-0.7913711,-0.01703721,-3.018014,-0.7768167,-0.01703721,-3.021643,-0.7989188,-0.01163363,-2.998004,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0413711,-0.01703721,-0.168014,-0.0268167,-0.01703721,-0.171643,-0.0489188,-0.01163363,-0.148004,,0.173869315,,,,,,,,,,,,
128,,-0.9209059,-0.03015381,-2.867949,-0.9203824,-0.03015381,-2.88294,-0.9058554,-0.03194356,-2.839002,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1709059,-0.03015381,-0.017949,-0.1703824,-0.03015381,-0.03294,-0.1558554,-0.03194356,0.010998,,0.174471331,,,,,,,,,,,,
34,,-0.6750342,-0.01703721,-3.006731,-0.6600543,-0.01703721,-2.999424,-0.6657755,-0.008755445,-2.996317,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.0749658,-0.01703721,-0.156731,0.0899457,-0.01703721,-0.149424,0.0842245,-0.008755445,-0.146317,,0.174570169,,,,,,,,,,,,
90,,-0.9116932,-0.01703721,-2.91401,-0.9062671,-0.01703721,-2.929768,-0.8989734,-0.02202296,-2.893305,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1616932,-0.01703721,-0.06401,-0.1562671,-0.01703721,-0.079768,-0.1489734,-0.02202296,-0.043305,,0.174734763,,,,,,,,,,,,
42,,-0.835505,-0.01703721,-3.001839,-0.8225147,-0.01703721,-3.009339,-0.8358179,-0.01250315,-2.978105,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.085505,-0.01703721,-0.151839,-0.0725147,-0.01703721,-0.159339,-0.0858179,-0.01250315,-0.128105,,0.175089844,,,,,,,,,,,,
51,,-0.74105,-0.007596254,-3.025354,-0.7227418,-0.007596254,-3.024395,-0.7361355,0.003129244,-3.001826,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.00895,-0.007596254,-0.175354,0.0272582,-0.007596254,-0.174395,0.0138645,0.003129244,-0.151826,,0.175746496,,,,,,,,,,,,
73,,-0.620937,-0.01703721,-2.968955,-0.6100028,-0.01703721,-2.956376,-0.6262295,0.002310753,-2.95123,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.129063,-0.01703721,-0.118955,0.1399972,-0.01703721,-0.106376,0.1237705,0.002310753,-0.10123,,0.17634573,,,,,,,,,,,,
115,,-0.5937745,-0.03015381,-2.930221,-0.5998756,-0.03015381,-2.943924,-0.6039537,-0.02895236,-2.905016,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.1562255,-0.03015381,-0.080221,0.1501244,-0.03015381,-0.093924,0.1460463,-0.02895236,-0.055016,,0.178188294,,,,,,,,,,,,
140,,-0.8865747,-0.007596254,-2.966016,-0.8765445,-0.007596254,-2.979327,-0.896273,-0.02023387,-2.94165,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1365747,-0.007596254,-0.116016,-0.1265445,-0.007596254,-0.129327,-0.146273,-0.02023387,-0.09165,,0.179360152,,,,,,,,,,,,
94,,-0.7144451,-0.007596254,-3.026005,-0.6981426,-0.007596254,-3.02254,-0.7167224,-0.0136857,-2.996029,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,0.0355549,-0.007596254,-0.176005,0.0518574,-0.007596254,-0.17254,0.0332776,-0.0136857,-0.146029,,0.179720934,,,,,,,,,,,,
179,,-0.6049752,-0.01703721,-2.957373,-0.612924,-0.01703721,-2.970094,-0.6188781,-0.0136435,-2.923114,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.1450248,-0.01703721,-0.107373,0.137076,-0.01703721,-0.120094,0.1311219,-0.0136435,-0.073114,,0.181249608,,,,,,,,,,,,
116,,-0.8329073,-0.01703721,-3.010316,-0.8168726,-0.01703721,-3.019204,-0.8294559,-0.01182795,-2.974301,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0829073,-0.01703721,-0.160316,-0.0668726,-0.01703721,-0.169204,-0.0794559,-0.01182795,-0.124301,,0.18128736,,,,,,,,,,,,
93,,-0.7913711,-0.03015381,-3.024529,-0.7735823,-0.03015381,-3.028964,-0.8062857,-0.02008319,-3.003537,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0413711,-0.03015381,-0.174529,-0.0235823,-0.03015381,-0.178964,-0.0562857,-0.02008319,-0.153537,,0.181882358,,,,,,,,,,,,
118,,-0.7738,-0.007596254,-3.030277,-0.7903045,-0.007596254,-3.027957,-0.7819117,-0.01860595,-3.011817,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0238,-0.007596254,-0.180277,-0.0403045,-0.007596254,-0.177957,-0.0319117,-0.01860595,-0.161817,,0.181999835,,,,,,,,,,,,
172,,-0.6249311,-0.01703721,-2.982733,-0.635161,-0.01703721,-2.993703,-0.6315711,0.003047228,-2.93919,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.1250689,-0.01703721,-0.132733,0.114839,-0.01703721,-0.143703,0.1184289,0.003047228,-0.08919,,0.18316808,,,,,,,,,,,,
156,,-0.6568612,-0.007596254,-3.008028,-0.6442812,-0.007596254,-2.999858,-0.6487237,0.007405043,-2.959412,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,0.0931388,-0.007596254,-0.158028,0.1057188,-0.007596254,-0.149858,0.1012763,0.007405043,-0.109412,,0.183590272,,,,,,,,,,,,
138,,-0.74105,-0.007596254,-3.033695,-0.7593582,-0.007596254,-3.034654,-0.7413982,0.000323534,-2.993517,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,0.00895,-0.007596254,-0.183695,-0.0093582,-0.007596254,-0.184654,0.0086018,0.000323534,-0.143517,,0.184069711,,,,,,,,,,,,
147,,-0.7619291,-0.007596254,-3.034363,-0.745303,-0.007596254,-3.035525,-0.770203,-0.01337647,-3.00689,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0119291,-0.007596254,-0.184363,0.004697,-0.007596254,-0.185525,-0.020203,-0.01337647,-0.15689,,0.18490463,,,,,,,,,,,,
176,,-0.8750688,-0.03015381,-2.983095,-0.8875722,-0.03015381,-2.969687,-0.871775,-0.0119648,-2.937472,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.1250688,-0.03015381,-0.133095,-0.1375722,-0.03015381,-0.119687,-0.121775,-0.0119648,-0.087472,,0.185110065,,,,,,,,,,,,
127,,-0.785555,-0.03015381,-3.029168,-0.7676223,-0.03015381,-3.03298,-0.7914104,-0.01479268,-2.999512,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,-0.035555,-0.03015381,-0.179168,-0.0176223,-0.03015381,-0.18298,-0.0414104,-0.01479268,-0.149512,,0.185133958,,,,,,,,,,,,
168,,-0.7942607,-0.03015381,-3.030888,-0.8087496,-0.03015381,-3.027005,-0.8032272,-0.01660347,-3.007062,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,-0.0442607,-0.03015381,-0.180888,-0.0587496,-0.03015381,-0.177005,-0.0532272,-0.01660347,-0.157062,,0.188649756,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
