Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,,reltarx,reltary,reltarz,relpenx,relpeny,relpenz,relcollx,relcolly,relcollz,,targetradius,,,,,,,,,,,,,,,,,
70,,-0.6788778,-0.03015381,-2.804079,-0.6693182,-0.03015381,-2.817732,-0.6921114,-0.02575302,-2.803588,MediumOverlap(Clone) (UnityEngine.GameObject),0.0711222,-0.03015381,0.045921,0.0806818,-0.03015381,0.032268,0.0578886,-0.02575302,0.046412,,0.177690748,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
71,,-0.828037,-0.03015381,-2.892189,-0.8353432,-0.03015381,-2.877209,-0.8188674,-0.02310109,-2.880055,MediumOverlap(Clone) (UnityEngine.GameObject),-0.078037,-0.03015381,-0.042189,-0.0853432,-0.03015381,-0.027209,-0.0688674,-0.02310109,-0.030055,,0.128691111,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
72,,-0.6887155,-0.007596254,-2.694849,-0.7042751,-0.007596254,-2.688876,-0.6893101,-0.02608037,-2.695959,MediumOverlap(Clone) (UnityEngine.GameObject),0.0612845,-0.007596254,0.155151,0.0457249,-0.007596254,0.161124,0.0606899,-0.02608037,0.154041,,0.136069971,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
73,,-0.6854771,-0.03015381,-2.796483,-0.674325,-0.03015381,-2.808868,-0.691152,-0.01978397,-2.780301,MediumOverlap(Clone) (UnityEngine.GameObject),0.0645229,-0.03015381,0.053517,0.075675,-0.03015381,0.041132,0.058848,-0.01978397,0.069699,,0.172724187,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
74,,-0.6584936,-0.01703721,-2.763597,-0.6467085,-0.01703721,-2.775382,-0.6638139,-0.008836985,-2.747396,MediumOverlap(Clone) (UnityEngine.GameObject),0.0915064,-0.01703721,0.086403,0.1032915,-0.01703721,0.074618,0.0861861,-0.008836985,0.102604,,0.130550581,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
75,,-0.8069617,-0.007596254,-2.789728,-0.8195402,-0.007596254,-2.800662,-0.8053901,-0.005371094,-2.767459,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0569617,-0.007596254,0.060272,-0.0695402,-0.007596254,0.049338,-0.0553901,-0.005371094,0.082541,,0.093122331,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
76,,-0.8046402,-0.03015381,-2.922805,-0.8175926,-0.03015381,-2.912317,-0.8041604,-0.01722169,-2.919261,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0546402,-0.03015381,-0.072805,-0.0675926,-0.03015381,-0.062317,-0.0541604,-0.01722169,-0.069261,,0.09235439,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
77,,-0.8228168,-0.03015381,-2.808364,-0.8318942,-0.03015381,-2.822342,-0.823274,-0.03268743,-2.782861,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0728168,-0.03015381,0.041636,-0.0818942,-0.03015381,0.027658,-0.073274,-0.03268743,0.067139,,0.131795741,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
78,,-0.7115311,-0.01703721,-3.022638,-0.7277706,-0.01703721,-3.026387,-0.7093374,-0.01761985,-2.997844,MediumOverlap(Clone) (UnityEngine.GameObject),0.0384689,-0.01703721,-0.172638,0.0222294,-0.01703721,-0.176387,0.0406626,-0.01761985,-0.147844,,0.082998876,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
79,,-0.8609256,-0.03015381,-2.92281,-0.8695096,-0.03015381,-2.908524,-0.8571132,-0.02814388,-2.893199,MediumOverlap(Clone) (UnityEngine.GameObject),-0.1109256,-0.03015381,-0.07281,-0.1195096,-0.03015381,-0.058524,-0.1071132,-0.02814388,-0.043199,,0.130036728,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
80,,-0.5802646,-0.01703721,-2.877079,-0.5782335,-0.01703721,-2.860536,-0.5996481,-0.02228618,-2.869589,MediumOverlap(Clone) (UnityEngine.GameObject),0.1697354,-0.01703721,-0.027079,0.1717665,-0.01703721,-0.010536,0.1503519,-0.02228618,-0.019589,,0.092811552,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
81,,-0.7811149,-0.007596254,-2.937441,-0.7966746,-0.007596254,-2.931468,-0.779601,-0.01120543,-2.923353,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0311149,-0.007596254,-0.087441,-0.0466746,-0.007596254,-0.081468,-0.029601,-0.01120543,-0.073353,,0.081865452,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
82,,-0.6797578,-0.01703721,-2.90749,-0.6699614,-0.01703721,-2.894006,-0.6820407,-0.03207254,-2.895897,MediumOverlap(Clone) (UnityEngine.GameObject),0.0702422,-0.01703721,-0.05749,0.0800386,-0.01703721,-0.044006,0.0679593,-0.03207254,-0.045897,,0.129399283,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
83,,-0.8505701,-0.007596254,-2.775527,-0.8400814,-0.007596254,-2.762574,-0.843608,-0.0254004,-2.769901,MediumOverlap(Clone) (UnityEngine.GameObject),-0.1005701,-0.007596254,0.074473,-0.0900814,-0.007596254,0.087426,-0.093608,-0.0254004,0.080099,,0.125372548,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
84,,-0.6788778,-0.007596254,-2.906994,-0.6884375,-0.007596254,-2.920646,-0.673023,-0.01883841,-2.888045,MediumOverlap(Clone) (UnityEngine.GameObject),0.0711222,-0.007596254,-0.056994,0.0615625,-0.007596254,-0.070646,0.076977,-0.01883841,-0.038045,,0.098354003,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
85,,-0.6632288,-0.007596254,-2.860298,-0.6638104,-0.007596254,-2.876954,-0.6772516,-0.002514124,-2.841196,MediumOverlap(Clone) (UnityEngine.GameObject),0.0867712,-0.007596254,-0.010298,0.0861896,-0.007596254,-0.026954,0.0727484,-0.002514124,0.008804,,0.177315376,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
86,,-0.718885,-0.01703721,-2.77628,-0.7033253,-0.01703721,-2.782253,-0.7250366,-0.01360655,-2.768857,MediumOverlap(Clone) (UnityEngine.GameObject),0.031115,-0.01703721,0.07372,0.0466747,-0.01703721,0.067747,0.0249634,-0.01360655,0.081143,,0.09145702,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
87,,-0.8446441,-0.03015381,-2.945683,-0.8560108,-0.03015381,-2.933493,-0.8344906,-0.02684307,-2.921504,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0946441,-0.03015381,-0.095683,-0.1060108,-0.03015381,-0.083493,-0.0844906,-0.02684307,-0.071504,,0.087709709,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
88,,-0.8709224,-0.007596254,-2.978443,-0.8591373,-0.007596254,-2.990228,-0.8650067,-0.006944418,-2.954867,MediumOverlap(Clone) (UnityEngine.GameObject),-0.1209224,-0.007596254,-0.128443,-0.1091373,-0.007596254,-0.140228,-0.1150067,-0.006944418,-0.104867,,0.081811052,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
89,,-0.754544,-0.007596254,-2.770958,-0.7711878,-0.007596254,-2.771831,-0.7647957,-0.007776022,-2.753207,MediumOverlap(Clone) (UnityEngine.GameObject),-0.004544,-0.007596254,0.079042,-0.0211878,-0.007596254,0.078169,-0.0147957,-0.007776022,0.096793,,0.137920247,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
90,,-0.581588,-0.01703721,-2.887738,-0.5786938,-0.01703721,-2.871325,-0.595178,-0.01246214,-2.872013,MediumOverlap(Clone) (UnityEngine.GameObject),0.168412,-0.01703721,-0.037738,0.1713062,-0.01703721,-0.021325,0.154822,-0.01246214,-0.022013,,0.176571612,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
91,,-0.7515153,-0.03015381,-2.945018,-0.7681794,-0.03015381,-2.944727,-0.7457246,-0.03293967,-2.940358,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0015153,-0.03015381,-0.095018,-0.0181794,-0.03015381,-0.094727,0.0042754,-0.03293967,-0.090358,,0.088269976,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
92,,-0.8244228,-0.007596254,-2.90307,-0.8158388,-0.007596254,-2.917356,-0.8204421,-0.0126524,-2.873442,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0744228,-0.007596254,-0.05307,-0.0658388,-0.007596254,-0.067356,-0.0704421,-0.0126524,-0.023442,,0.079536085,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
93,,-0.8430895,-0.007596254,-2.948389,-0.8546671,-0.007596254,-2.9364,-0.8309129,-0.0103693,-2.932324,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0930895,-0.007596254,-0.098389,-0.1046671,-0.007596254,-0.0864,-0.0809129,-0.0103693,-0.082324,,0.082231802,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
94,,-0.8134992,-0.007596254,-2.799419,-0.8021325,-0.007596254,-2.78723,-0.8062818,-0.01183653,-2.797345,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0634992,-0.007596254,0.050581,-0.0521325,-0.007596254,0.06277,-0.0562818,-0.01183653,0.052655,,0.137222167,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
95,,-0.773932,-0.007596254,-2.775242,-0.757911,-0.007596254,-2.770648,-0.7743024,-0.003464222,-2.762944,MediumOverlap(Clone) (UnityEngine.GameObject),-0.023932,-0.007596254,0.074758,-0.007911,-0.007596254,0.079352,-0.0243024,-0.003464222,0.087056,,0.082900171,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
96,,-0.7899898,-0.01703721,-2.981924,-0.8058407,-0.01703721,-2.976774,-0.7928144,-0.007595539,-2.973735,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0399898,-0.01703721,-0.131924,-0.0558407,-0.01703721,-0.126774,-0.0428144,-0.007595539,-0.123735,,0.140640567,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
97,,-0.6379281,-0.01703721,-2.79426,-0.6462614,-0.01703721,-2.779826,-0.6532749,-0.01383662,-2.785045,MediumOverlap(Clone) (UnityEngine.GameObject),0.1120719,-0.01703721,0.05574,0.1037386,-0.01703721,0.070174,0.0967251,-0.01383662,0.064955,,0.17342729,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
98,,-0.8687935,-0.01703721,-2.736256,-0.8568045,-0.01703721,-2.724678,-0.8560165,-0.03129697,-2.734782,MediumOverlap(Clone) (UnityEngine.GameObject),-0.1187935,-0.01703721,0.113744,-0.1068045,-0.01703721,0.125322,-0.1060165,-0.03129697,0.115218,,0.137545658,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
99,,-0.8293178,-0.01703721,-2.824265,-0.8225389,-0.01703721,-2.809039,-0.8189372,-0.02779102,-2.816524,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0793178,-0.01703721,0.025735,-0.0725389,-0.01703721,0.040961,-0.0689372,-0.02779102,0.033476,,0.099699392,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
100,,-0.8069617,-0.01703721,-2.925244,-0.7943832,-0.01703721,-2.936178,-0.8016309,-0.01251912,-2.896228,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0569617,-0.01703721,-0.075244,-0.0443832,-0.01703721,-0.086178,-0.0516309,-0.01251912,-0.046228,,0.179279302,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
101,,-0.5848169,-0.03015381,-2.904969,-0.5891306,-0.03015381,-2.921068,-0.5999552,-0.02010036,-2.884212,MediumOverlap(Clone) (UnityEngine.GameObject),0.1651831,-0.03015381,-0.054969,0.1608694,-0.03015381,-0.071068,0.1500448,-0.02010036,-0.034212,,0.091721759,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
102,,-0.5790941,-0.01703721,-2.866754,-0.5796758,-0.01703721,-2.88341,-0.5774641,-0.007781982,-2.846478,MediumOverlap(Clone) (UnityEngine.GameObject),0.1709059,-0.01703721,-0.016754,0.1703242,-0.01703721,-0.03341,0.1725359,-0.007781982,0.003522,,0.08859228,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
103,,-0.8519761,-0.01703721,-2.940532,-0.8622371,-0.01703721,-2.927398,-0.839289,-0.0246079,-2.923925,MediumOverlap(Clone) (UnityEngine.GameObject),-0.1019761,-0.01703721,-0.090532,-0.1122371,-0.01703721,-0.077398,-0.089289,-0.0246079,-0.073925,,0.135660434,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
104,,-0.9049878,-0.007596254,-2.933291,-0.9120314,-0.007596254,-2.918186,-0.8979326,-0.02095079,-2.919516,MediumOverlap(Clone) (UnityEngine.GameObject),-0.1549878,-0.007596254,-0.083291,-0.1620314,-0.007596254,-0.068186,-0.1479326,-0.02095079,-0.069516,,0.08960617,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
105,,-0.6919033,-0.03015381,-2.925619,-0.704289,-0.03015381,-2.936771,-0.6889253,-0.03223968,-2.917108,MediumOverlap(Clone) (UnityEngine.GameObject),0.0580967,-0.03015381,-0.075619,0.045711,-0.03015381,-0.086771,0.0610747,-0.03223968,-0.067108,,0.081537041,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
106,,-0.6943246,-0.007596254,-2.699622,-0.6785659,-0.007596254,-2.705049,-0.6998363,-0.02936387,-2.688651,MediumOverlap(Clone) (UnityEngine.GameObject),0.0556754,-0.007596254,0.150378,0.0714341,-0.007596254,0.144951,0.0501637,-0.02936387,0.161349,,0.078861919,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
107,,-0.7767519,-0.007596254,-2.692774,-0.7932134,-0.007596254,-2.695382,-0.7629508,-0.03180432,-2.68082,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0267519,-0.007596254,0.157226,-0.0432134,-0.007596254,0.154618,-0.0129508,-0.03180432,0.16918,,0.080063053,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
108,,-0.7575672,-0.01703721,-2.948632,-0.740964,-0.01703721,-2.950084,-0.7602488,-0.02601051,-2.92211,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0075672,-0.01703721,-0.098632,0.009036,-0.01703721,-0.100084,-0.0102488,-0.02601051,-0.07211,,0.138900657,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
109,,-0.84617,-0.007596254,-2.776275,-0.8573222,-0.007596254,-2.788661,-0.8357785,-0.01922321,-2.763336,MediumOverlap(Clone) (UnityEngine.GameObject),-0.09617,-0.007596254,0.073725,-0.1073222,-0.007596254,0.061339,-0.0857785,-0.01922321,0.086664,,0.126322306,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
110,,-0.8338656,-0.007596254,-2.840535,-0.8381793,-0.007596254,-2.856634,-0.8168616,-0.02314568,-2.819995,MediumOverlap(Clone) (UnityEngine.GameObject),-0.0838656,-0.007596254,0.009465,-0.0881793,-0.007596254,-0.006634,-0.0668616,-0.02314568,0.030005,,0.121815886,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
111,,-0.5806542,-0.007596254,-2.887037,-0.5783346,-0.007596254,-2.870533,-0.6002301,-0.01616597,-2.863341,MediumOverlap(Clone) (UnityEngine.GameObject),0.1693458,-0.007596254,-0.037037,0.1716654,-0.007596254,-0.020533,0.1497699,-0.01616597,-0.013341,,0.121309487,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
112,,-0.6865008,-0.03015381,-2.804096,-0.6751342,-0.03015381,-2.816285,-0.6981232,-0.04056668,-2.794282,MediumOverlap(Clone) (UnityEngine.GameObject),0.0634992,-0.03015381,0.045904,0.0748658,-0.03015381,0.033715,0.0518768,-0.04056668,0.055718,,0.094860821,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
113,,-0.8653047,-0.01703721,-2.805118,-0.8577382,-0.01703721,-2.790268,-0.8579103,-0.0302968,-2.792823,MediumOverlap(Clone) (UnityEngine.GameObject),-0.1153047,-0.01703721,0.044882,-0.1077382,-0.01703721,0.059732,-0.1079103,-0.0302968,0.057177,,0.165347693,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
114,,-0.5962971,-0.01703721,-2.939333,-0.6036033,-0.01703721,-2.954313,-0.6193571,-0.02630854,-2.914432,MediumOverlap(Clone) (UnityEngine.GameObject),0.1537029,-0.01703721,-0.089333,0.1463967,-0.01703721,-0.104313,0.1306429,-0.02630854,-0.064432,,0.127696249,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
115,,-0.7057393,-0.007596254,-2.728578,-0.6885116,-0.007596254,-2.734849,-0.7098439,-0.01025033,-2.740729,SmallOverlap(Clone) (UnityEngine.GameObject),0.0442607,-0.007596254,0.121422,0.0614884,-0.007596254,0.115151,0.0401561,-0.01025033,0.109271,,0.095656229,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
116,,-0.6466489,-0.03015381,-2.772652,-0.6576822,-0.03015381,-2.75801,-0.6437675,-0.0163722,-2.768041,SmallOverlap(Clone) (UnityEngine.GameObject),0.1033511,-0.03015381,0.077348,0.0923178,-0.03015381,0.09199,0.1062325,-0.0163722,0.081959,,0.172102973,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
117,,-0.9106969,-0.007596254,-2.909104,-0.9044266,-0.007596254,-2.926332,-0.9135439,-0.02096868,-2.909775,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1606969,-0.007596254,-0.059104,-0.1544266,-0.007596254,-0.076332,-0.1635439,-0.02096868,-0.059775,,0.085110928,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
118,,-0.6593785,-0.01703721,-2.706151,-0.6438309,-0.01703721,-2.715866,-0.6720891,-0.009781599,-2.70477,SmallOverlap(Clone) (UnityEngine.GameObject),0.0906215,-0.01703721,0.143849,0.1061691,-0.01703721,0.134134,0.0779109,-0.009781599,0.14523,,0.13602337,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
119,,-0.6276409,-0.03015381,-2.809156,-0.6216722,-0.03015381,-2.82649,-0.6317767,-0.01629424,-2.806456,SmallOverlap(Clone) (UnityEngine.GameObject),0.1223591,-0.03015381,0.040844,0.1283278,-0.03015381,0.02351,0.1182233,-0.01629424,0.043544,,0.095898703,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
120,,-0.8900833,-0.03015381,-2.753426,-0.9005988,-0.03015381,-2.768444,-0.8802877,-0.02930403,-2.757744,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1400833,-0.03015381,0.096574,-0.1505988,-0.03015381,0.081556,-0.1302877,-0.02930403,0.092256,,0.141241762,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
121,,-0.6229681,-0.007596254,-2.827215,-0.6194699,-0.007596254,-2.845212,-0.6295447,-0.01743197,-2.816307,SmallOverlap(Clone) (UnityEngine.GameObject),0.1270319,-0.007596254,0.022785,0.1305301,-0.007596254,0.004788,0.1204553,-0.01743197,0.033693,,0.163403197,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
122,,-0.684473,-0.01703721,-2.795033,-0.6724453,-0.01703721,-2.808869,-0.6905077,-0.002425671,-2.792616,SmallOverlap(Clone) (UnityEngine.GameObject),0.065527,-0.01703721,0.054967,0.0775547,-0.01703721,0.041131,0.0594923,-0.002425671,0.057384,,0.091790926,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
123,,-0.7515153,-0.007596254,-2.939027,-0.7331848,-0.007596254,-2.939347,-0.7612097,-0.006168604,-2.922169,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0015153,-0.007596254,-0.089027,0.0168152,-0.007596254,-0.089347,-0.0112097,-0.006168604,-0.072169,,0.079530128,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
124,,-0.879063,-0.01703721,-2.740193,-0.8670352,-0.01703721,-2.726357,-0.8775987,-0.03141165,-2.734262,SmallOverlap(Clone) (UnityEngine.GameObject),-0.129063,-0.01703721,0.109807,-0.1170352,-0.01703721,0.123643,-0.1275987,-0.03141165,0.115738,,0.087721815,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
125,,-0.8382571,-0.007596254,-2.757836,-0.8516652,-0.007596254,-2.770339,-0.8272623,-0.01691842,-2.756996,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0882571,-0.007596254,0.092164,-0.1016652,-0.007596254,0.079661,-0.0772623,-0.01691842,0.093004,,0.174435979,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
126,,-0.8900833,-0.007596254,-2.754667,-0.8795677,-0.007596254,-2.739649,-0.8848116,-0.02032399,-2.752784,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1400833,-0.007596254,0.095333,-0.1295677,-0.007596254,0.110351,-0.1348116,-0.02032399,0.097216,,0.129150047,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
127,,-0.6635063,-0.007596254,-2.860416,-0.6619084,-0.007596254,-2.842152,-0.6776727,-0.00369668,-2.860098,SmallOverlap(Clone) (UnityEngine.GameObject),0.0864937,-0.007596254,-0.010416,0.0880916,-0.007596254,0.007848,0.0723273,-0.00369668,-0.010098,,0.135210161,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
128,,-0.8305019,-0.03015381,-2.821211,-0.8236341,-0.03015381,-2.804212,-0.816902,-0.0267446,-2.821542,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0805019,-0.03015381,0.028789,-0.0736341,-0.03015381,0.045788,-0.066902,-0.0267446,0.028458,,0.128960961,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
129,,-0.74105,-0.007596254,-2.683028,-0.7593582,-0.007596254,-2.682068,-0.7292674,-0.01021767,-2.692163,SmallOverlap(Clone) (UnityEngine.GameObject),0.00895,-0.007596254,0.166972,-0.0093582,-0.007596254,0.167932,0.0207326,-0.01021767,0.157837,,0.096966392,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
130,,-0.8883501,-0.03015381,-2.954482,-0.8991261,-0.03015381,-2.93965,-0.874665,-0.03080034,-2.948655,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1383501,-0.03015381,-0.104482,-0.1491261,-0.03015381,-0.08965,-0.124665,-0.03080034,-0.098655,,0.126075525,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
131,,-0.714445,-0.03015381,-2.687075,-0.7323777,-0.03015381,-2.683264,-0.7077645,-0.02321649,-2.676431,SmallOverlap(Clone) (UnityEngine.GameObject),0.035555,-0.03015381,0.162925,0.0176223,-0.03015381,0.166736,0.0422355,-0.02321649,0.173569,,0.176681351,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
132,,-0.5937745,-0.007596254,-2.924208,-0.5863177,-0.007596254,-2.907459,-0.6043315,-0.01722217,-2.920417,SmallOverlap(Clone) (UnityEngine.GameObject),0.1562255,-0.007596254,-0.074208,0.1636823,-0.007596254,-0.057459,0.1456685,-0.01722217,-0.070417,,0.172568218,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
133,,-0.8367051,-0.007596254,-2.85026,-0.8357456,-0.007596254,-2.831952,-0.8239267,-0.004845142,-2.840189,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0867051,-0.007596254,-0.00026,-0.0857456,-0.007596254,0.018048,-0.0739267,-0.004845142,0.009811,,0.137424286,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
134,,-0.7217329,-0.03015381,-2.772784,-0.7390674,-0.03015381,-2.766816,-0.7310083,-0.02635098,-2.774568,SmallOverlap(Clone) (UnityEngine.GameObject),0.0282671,-0.03015381,0.077216,0.0109326,-0.03015381,0.083184,0.0189917,-0.02635098,0.075432,,0.132397095,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
135,,-0.6523334,-0.007596254,-2.770276,-0.6403056,-0.007596254,-2.784112,-0.6698873,-0.01017213,-2.756525,SmallOverlap(Clone) (UnityEngine.GameObject),0.0976666,-0.007596254,0.079724,0.1096944,-0.007596254,0.065888,0.0801127,-0.01017213,0.093475,,0.176114485,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
136,,-0.6697156,-0.007596254,-2.704431,-0.685903,-0.007596254,-2.695824,-0.681366,-0.0225904,-2.697245,SmallOverlap(Clone) (UnityEngine.GameObject),0.0802844,-0.007596254,0.145569,0.064097,-0.007596254,0.154176,0.068634,-0.0225904,0.152755,,0.100013559,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
137,,-0.5856146,-0.01703721,-2.902905,-0.5805612,-0.01703721,-2.885282,-0.5829241,-0.02619195,-2.889464,SmallOverlap(Clone) (UnityEngine.GameObject),0.1643854,-0.01703721,-0.052905,0.1694388,-0.01703721,-0.035282,0.1670759,-0.02619195,-0.039464,,0.184502398,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
138,,-0.8784449,-0.007596254,-2.872083,-0.8806792,-0.007596254,-2.853887,-0.867608,-0.01286507,-2.847016,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1284449,-0.007596254,-0.022083,-0.1306792,-0.007596254,-0.003887,-0.117608,-0.01286507,0.002984,,0.163167103,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
139,,-0.6269242,-0.007596254,-2.896527,-0.6325895,-0.007596254,-2.913963,-0.6408569,-0.01836777,-2.880392,SmallOverlap(Clone) (UnityEngine.GameObject),0.1230758,-0.007596254,-0.046527,0.1174105,-0.007596254,-0.063963,0.1091431,-0.01836777,-0.030392,,0.160533474,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
140,,-0.8793307,-0.007596254,-2.861199,-0.8786909,-0.007596254,-2.879521,-0.8668276,-0.01472402,-2.841492,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1293307,-0.007596254,-0.011199,-0.1286909,-0.007596254,-0.029521,-0.1168276,-0.01472402,0.008508,,0.086316838,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
141,,-0.7620836,-0.01703721,-2.770844,-0.7439287,-0.01703721,-2.768293,-0.7590075,-0.01426101,-2.762543,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0120836,-0.01703721,0.079156,0.0060713,-0.01703721,0.081707,-0.0090075,-0.01426101,0.087457,,0.097220627,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
