Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,,Overlap Type,,,,,,Targetx,Targety,Targetz,Penaltyx,Penltyy,Penaltyz,Collisionx,Collisiony,Collisionz,,TargetRadius
167,,-0.7100102,-0.007596254,-2.98584,-0.7274463,-0.007596254,-2.991505,-0.7163939,-0.0131824,-2.971591,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0399898,-0.007596254,-0.13584,0.0225537,-0.007596254,-0.141505,0.0336061,-0.0131824,-0.121591,,0.141807591
179,,-0.8103131,-0.01703721,-2.926058,-0.7983241,-0.01703721,-2.937635,-0.8089792,-0.02689505,-2.88695,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0603131,-0.01703721,-0.076058,-0.0483241,-0.01703721,-0.087635,-0.0589792,-0.02689505,-0.03695,,0.098553315
106,,-0.7695312,-0.03015381,-2.942819,-0.7857707,-0.03015381,-2.93907,-0.7764054,-0.0428648,-2.924701,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0195312,-0.03015381,-0.092819,-0.0357707,-0.03015381,-0.08907,-0.0264054,-0.0428648,-0.074701,,0.099529326
164,,-0.7379164,-0.007596254,-2.948525,-0.7544209,-0.007596254,-2.950845,-0.7410634,-0.01303697,-2.929389,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0120836,-0.007596254,-0.098525,-0.0044209,-0.007596254,-0.100845,0.0089366,-0.01303697,-0.079389,,0.099553463
172,,-0.7334332,-0.01703721,-2.94834,-0.7170727,-0.01703721,-2.94516,-0.7391669,-0.02102947,-2.923151,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0165668,-0.01703721,-0.09834,0.0329273,-0.01703721,-0.09516,0.0108331,-0.02102947,-0.073151,,0.101170554
152,,-0.6703275,-0.007596254,-2.759733,-0.657194,-0.007596254,-2.769994,-0.6692146,-0.02298427,-2.73336,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0796725,-0.007596254,0.090267,0.092806,-0.007596254,0.080006,0.0807854,-0.02298427,0.11664,,0.12063806
147,,-0.6466489,-0.007596254,-2.783453,-0.6366187,-0.007596254,-2.796764,-0.6420214,-0.0188756,-2.749776,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1033511,-0.007596254,0.066547,0.1133813,-0.007596254,0.053236,0.1079786,-0.0188756,0.100224,,0.123157039
138,,-0.6453055,-0.007596254,-2.784606,-0.655102,-0.007596254,-2.771123,-0.6523926,-0.01898074,-2.775382,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1046945,-0.007596254,0.065394,0.094898,-0.007596254,0.078877,0.0976074,-0.01898074,0.074618,,0.123673023
173,,-0.8476666,-0.03015381,-2.77828,-0.8586009,-0.03015381,-2.790858,-0.8375163,-0.01177406,-2.721122,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0976666,-0.03015381,0.07172,-0.1086009,-0.03015381,0.059142,-0.0875163,-0.01177406,0.128878,,0.124867031
180,,-0.8682215,-0.01703721,-2.811037,-0.8614426,-0.01703721,-2.795812,-0.8601407,-0.02854848,-2.791355,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1182215,-0.01703721,0.038963,-0.1114426,-0.01703721,0.054188,-0.1101407,-0.02854848,0.058645,,0.125637196
64,,-0.7942607,-0.01703721,-2.733631,-0.7785991,-0.01703721,-2.727931,-0.8127136,0.003486395,-2.729906,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0442607,-0.01703721,0.116369,-0.0285991,-0.01703721,0.122069,-0.0627136,0.003486395,0.120094,,0.125662326
51,,-0.8533511,-0.007596254,-2.776423,-0.8433208,-0.007596254,-2.763113,-0.875968,0.002119303,-2.752213,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1033511,-0.007596254,0.073577,-0.0933208,-0.007596254,0.086887,-0.125968,0.002119303,0.097787,,0.127093382
70,,-0.7121643,-0.03015381,-2.731906,-0.6962259,-0.03015381,-2.736779,-0.7208152,-0.02799106,-2.729306,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0378357,-0.03015381,0.118094,0.0537741,-0.03015381,0.113221,0.0291848,-0.02799106,0.120694,,0.127620474
114,,-0.641468,-0.03015381,-2.788399,-0.6323907,-0.03015381,-2.802377,-0.6312124,0.005801678,-2.769698,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.108532,-0.03015381,0.061601,0.1176093,-0.03015381,0.047623,0.1187876,0.005801678,0.080302,,0.128386644
19,,-0.6776351,-0.01703721,-2.744726,-0.6638178,-0.01703721,-2.754046,-0.6897938,-0.02047086,-2.741758,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0723649,-0.01703721,0.105274,0.0861822,-0.01703721,0.095954,0.0602062,-0.02047086,0.108242,,0.128878083
46,,-0.7590271,-0.03015381,-2.724854,-0.7756532,-0.03015381,-2.726016,-0.756529,-0.0293107,-2.724164,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0090271,-0.03015381,0.125146,-0.0256532,-0.03015381,0.123984,-0.006529,-0.0293107,0.125836,,0.129043644
27,,-0.8572854,-0.01703721,-2.780265,-0.8666053,-0.01703721,-2.794083,-0.8506998,-0.01988101,-2.760139,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1072854,-0.01703721,0.069735,-0.1166053,-0.01703721,0.055917,-0.1006998,-0.01988101,0.089861,,0.129086769
175,,-0.8787006,-0.01703721,-2.849794,-0.8804427,-0.01703721,-2.866369,-0.8666397,-0.02655602,-2.821278,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1287006,-0.01703721,0.000206,-0.1304427,-0.01703721,-0.016369,-0.1166397,-0.02655602,0.028722,,0.129823547
169,,-0.6206102,-0.007596254,-2.860647,-0.620901,-0.007596254,-2.843983,-0.6181949,-0.000533104,-2.853274,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1293898,-0.007596254,-0.010647,0.129099,-0.007596254,0.006017,0.1318051,-0.000533104,-0.003274,,0.130049152
123,,-0.8743964,-0.007596254,-2.895247,-0.8698025,-0.007596254,-2.911268,-0.8838201,-0.01293278,-2.868995,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1243964,-0.007596254,-0.045247,-0.1198025,-0.007596254,-0.061268,-0.1338201,-0.01293278,-0.018995,,0.13258755
16,,-0.626245,-0.03015381,-2.889628,-0.6213722,-0.03015381,-2.87369,-0.613916,-0.02559566,-2.890807,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.123755,-0.03015381,-0.039628,0.1286278,-0.03015381,-0.02369,0.136084,-0.02559566,-0.040807,,0.133397641
162,,-0.8793898,-0.03015381,-2.864664,-0.8796807,-0.03015381,-2.848,-0.8621829,-0.04010963,-2.842698,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1293898,-0.03015381,-0.014664,-0.1296807,-0.03015381,0.002,-0.1121829,-0.04010963,0.007302,,0.133663778
73,,-0.6480239,-0.01703721,-2.935542,-0.6377629,-0.01703721,-2.922409,-0.6454971,-0.02862763,-2.918469,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1019761,-0.01703721,-0.085542,0.1122371,-0.01703721,-0.072409,0.1045029,-0.02862763,-0.068469,,0.134189512
95,,-0.8278806,-0.007596254,-2.960802,-0.81457,-0.007596254,-2.970832,-0.8256779,-0.01749635,-2.940802,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0778806,-0.007596254,-0.110802,-0.06457,-0.007596254,-0.120832,-0.0756779,-0.01749635,-0.090802,,0.135647242
141,,-0.8760928,-0.03015381,-2.889993,-0.8723436,-0.03015381,-2.906233,-0.8717513,-0.03269386,-2.856271,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1260928,-0.03015381,-0.039993,-0.1223436,-0.03015381,-0.056233,-0.1217513,-0.03269386,-0.006271,,0.135676404
112,,-0.8642619,-0.03015381,-2.919489,-0.8564373,-0.03015381,-2.934205,-0.8558024,-0.0253098,-2.898449,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1142619,-0.03015381,-0.069489,-0.1064373,-0.03015381,-0.084205,-0.1058024,-0.0253098,-0.048449,,0.137090318
154,,-0.7253075,-0.01703721,-2.988885,-0.7089471,-0.01703721,-2.985705,-0.7337618,-0.02557802,-2.969509,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0246925,-0.01703721,-0.138885,0.0410529,-0.01703721,-0.135705,0.0162382,-0.02557802,-0.119509,,0.142088104
176,,-0.7942607,-0.007596254,-2.741786,-0.808356,-0.007596254,-2.746917,-0.788317,-0.02890849,-2.711935,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0442607,-0.007596254,0.108214,-0.058356,-0.007596254,0.103083,-0.038317,-0.02890849,0.138065,,0.117162206
80,,-0.6685599,-0.01703721,-2.755792,-0.6569027,-0.01703721,-2.765232,-0.6776698,0.002780676,-2.730273,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0814401,-0.01703721,0.094208,0.0930973,-0.01703721,0.084768,0.0723302,0.002780676,0.119727,,0.125689712
82,,-0.6994357,-0.03015381,-2.737383,-0.6856281,-0.03015381,-2.743244,-0.706996,-0.04568076,-2.724702,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0505643,-0.03015381,0.112617,0.0643719,-0.03015381,0.106756,0.043004,-0.04568076,0.125298,,0.1270771
20,,-0.6601046,-0.007596254,-2.759003,-0.6708947,-0.007596254,-2.748583,-0.65088,0.009162188,-2.762598,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0898954,-0.007596254,0.090997,0.0791053,-0.007596254,0.101417,0.09912,0.009162188,0.087402,,0.128137973
11,,-0.75,-0.007596254,-2.722023,-0.765,-0.007596254,-2.722023,-0.7492906,-0.01918793,-2.71526,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0,-0.007596254,0.127977,-0.015,-0.007596254,0.127977,0.0007094,-0.01918793,0.13474,,0.128202245
48,,-0.7702441,-0.03015381,-2.72627,-0.7554288,-0.03015381,-2.723924,-0.7627936,-0.04202414,-2.715047,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0202441,-0.03015381,0.12373,-0.0054288,-0.03015381,0.126076,-0.0127936,-0.04202414,0.134953,,0.128950334
155,,-0.8793898,-0.007596254,-2.864182,-0.879128,-0.007596254,-2.87918,-0.8800491,-0.01778841,-2.840746,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1293898,-0.007596254,-0.014182,-0.129128,-0.007596254,-0.02918,-0.1300491,-0.01778841,0.009254,,0.130386167
4,,-0.8107541,-0.03015381,-2.736665,-0.7975099,-0.03015381,-2.729623,-0.8168322,-0.03846574,-2.730255,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0607541,-0.03015381,0.113335,-0.0475099,-0.03015381,0.120377,-0.0668322,-0.03846574,0.119745,,0.132080033
34,,-0.8533511,-0.01703721,-2.931001,-0.8443238,-0.01703721,-2.942981,-0.8525441,-0.01689649,-2.911055,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1033511,-0.01703721,-0.081001,-0.0943238,-0.01703721,-0.092981,-0.1025441,-0.01689649,-0.061055,,0.132411776
35,,-0.7680103,-0.007596254,-2.98134,-0.7531563,-0.007596254,-2.983427,-0.7843843,0.01564932,-2.966943,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0180103,-0.007596254,-0.13134,-0.0031563,-0.007596254,-0.133427,-0.0343843,0.01564932,-0.116943,,0.132786556
74,,-0.641468,-0.007596254,-2.926419,-0.6332985,-0.007596254,-2.913839,-0.6605858,0.008821011,-2.9282,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.108532,-0.007596254,-0.076419,0.1167015,-0.007596254,-0.063839,0.0894142,0.008821011,-0.0782,,0.132953983
119,,-0.6206102,-0.03015381,-2.857018,-0.6203484,-0.03015381,-2.872015,-0.6294254,-0.03382754,-2.83356,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1293898,-0.03015381,-0.007018,0.1296516,-0.03015381,-0.022015,0.1205746,-0.03382754,0.01644,,0.133042192
54,,-0.6300136,-0.03015381,-2.90299,-0.6243945,-0.03015381,-2.889083,-0.622402,-0.03662729,-2.897319,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1199864,-0.03015381,-0.05299,0.1256055,-0.03015381,-0.039083,0.127598,-0.03662729,-0.047319,,0.134587996
135,,-0.6494299,-0.03015381,-2.941903,-0.6399901,-0.03015381,-2.930245,-0.6640742,-0.02800703,-2.917215,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1005701,-0.03015381,-0.091903,0.1100099,-0.03015381,-0.080245,0.0859258,-0.02800703,-0.067215,,0.139534077
128,,-0.8382571,-0.03015381,-2.954587,-0.8492274,-0.03015381,-2.944357,-0.8397502,0.007330179,-2.926073,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0882571,-0.03015381,-0.104587,-0.0992274,-0.03015381,-0.094357,-0.0897502,0.007330179,-0.076073,,0.140132111
130,,-0.7208892,-0.03015381,-2.986188,-0.7062736,-0.03015381,-2.982813,-0.7328181,-0.02823472,-2.963658,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0291108,-0.03015381,-0.136188,0.0437264,-0.03015381,-0.132813,0.0171819,-0.02823472,-0.113658,,0.142491622
158,,-0.6378073,-0.01703721,-2.733065,-0.6516436,-0.01703721,-2.721037,-0.639087,0.01648355,-2.690891,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1121927,-0.01703721,0.116935,0.0983564,-0.01703721,0.128963,0.110913,0.01648355,0.159109,,0.162945582
104,,-0.8112845,-0.007596254,-2.698428,-0.7941689,-0.007596254,-2.691858,-0.8040865,-0.02673483,-2.688174,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0612845,-0.007596254,0.151572,-0.0441689,-0.007596254,0.158142,-0.0540865,-0.02673483,0.161826,,0.163669069
120,,-0.785555,-0.03015381,-2.692077,-0.7676223,-0.03015381,-2.688265,-0.7749255,-0.04550338,-2.68071,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.035555,-0.03015381,0.157923,-0.0176223,-0.03015381,0.161735,-0.0249255,-0.04550338,0.16929,,0.164660512
129,,-0.6152422,-0.01703721,-2.754737,-0.6039551,-0.01703721,-2.769184,-0.6035693,-0.02169776,-2.709596,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1347578,-0.01703721,0.095263,0.1460449,-0.01703721,0.080816,0.1464307,-0.02169776,0.140404,,0.165906511
100,,-0.6859385,-0.03015381,-2.699246,-0.7029368,-0.03015381,-2.692378,-0.6858526,-0.02430964,-2.689318,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0640615,-0.03015381,0.150754,0.0470632,-0.03015381,0.157622,0.0641474,-0.02430964,0.160682,,0.166552984
22,,-0.714445,-0.007596254,-2.684968,-0.6965123,-0.007596254,-2.68878,-0.7258346,0.002619982,-2.690445,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.035555,-0.007596254,0.165032,0.0534877,-0.007596254,0.16122,0.0241654,0.002619982,0.159555,,0.168989414
33,,-0.6887155,-0.01703721,-2.693402,-0.6715998,-0.01703721,-2.699972,-0.6959797,-0.02807474,-2.691985,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0612845,-0.01703721,0.156598,0.0784002,-0.01703721,0.150028,0.0540203,-0.02807474,0.158015,,0.169023638
26,,-0.8770853,-0.01703721,-2.738132,-0.8648179,-0.01703721,-2.724508,-0.8694478,-0.02549338,-2.735332,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1270853,-0.01703721,0.111868,-0.1148179,-0.01703721,0.125492,-0.1194478,-0.02549338,0.114668,,0.170162832
117,,-0.9197354,-0.007596254,-2.838279,-0.9219697,-0.007596254,-2.856476,-0.9171293,-0.02116466,-2.831274,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1697354,-0.007596254,0.011721,-0.1719697,-0.007596254,-0.006476,-0.1671293,-0.02116466,0.018726,,0.170309104
44,,-0.5796407,-0.007596254,-2.838908,-0.5812386,-0.007596254,-2.820644,-0.5725421,-0.01231456,-2.830165,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1703593,-0.007596254,0.011092,0.1687614,-0.007596254,0.029356,0.1774579,-0.01231456,0.019835,,0.170888931
14,,-0.6943246,-0.007596254,-3.013342,-0.67699,-0.007596254,-3.007374,-0.6991521,-0.002238512,-2.996235,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0556754,-0.007596254,-0.163342,0.07301,-0.007596254,-0.157374,0.0508479,-0.002238512,-0.146235,,0.172736974
31,,-0.9135377,-0.03015381,-2.802916,-0.9081776,-0.03015381,-2.785384,-0.9053219,0.000825167,-2.814348,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1635377,-0.03015381,0.047084,-0.1581776,-0.03015381,0.064616,-0.1553219,0.000825167,0.035652,,0.172831521
32,,-0.5802646,-0.03015381,-2.873827,-0.5780303,-0.03015381,-2.85563,-0.585111,-9.49E-05,-2.877111,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1697354,-0.03015381,-0.023827,0.1719697,-0.03015381,-0.00563,0.164889,-9.48906E-05,-0.027111,,0.174031848
71,,-0.6116499,-0.007596254,-2.956248,-0.622426,-0.007596254,-2.97108,-0.6164333,0.009166956,-2.9351,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1383501,-0.007596254,-0.106248,0.127574,-0.007596254,-0.12108,0.1335667,0.009166956,-0.0851,,0.174605529
17,,-0.7796956,-0.03015381,-3.020275,-0.7616408,-0.03015381,-3.023458,-0.7808465,-0.03452635,-3.028067,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0296956,-0.03015381,-0.170275,-0.0116408,-0.03015381,-0.173458,-0.0308465,-0.03452635,-0.178067,,0.175455569
174,,-0.5903484,-0.01703721,-2.924538,-0.5969185,-0.01703721,-2.941653,-0.594954,-0.02451968,-2.905601,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1596516,-0.01703721,-0.074538,0.1530815,-0.01703721,-0.091653,0.155046,-0.02451968,-0.055601,,0.177016421
83,,-0.8480873,-0.01703721,-2.996657,-0.8631051,-0.01703721,-2.986141,-0.846035,0.005576372,-2.955591,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0980873,-0.01703721,-0.146657,-0.1131051,-0.01703721,-0.136141,-0.096035,0.005576372,-0.105591,,0.177255918
97,,-0.6494828,-0.007596254,-2.99594,-0.6346509,-0.007596254,-2.985164,-0.65856,0.000807524,-2.965372,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1005172,-0.007596254,-0.14594,0.1153491,-0.007596254,-0.135164,0.09144,0.000807524,-0.115372,,0.177369372
49,,-0.7796956,-0.03015381,-3.022576,-0.7977504,-0.03015381,-3.019392,-0.7876807,0.001311779,-3.003229,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0296956,-0.03015381,-0.172576,-0.0477504,-0.03015381,-0.169392,-0.0376807,0.001311779,-0.153229,,0.177689495
171,,-0.620937,-0.007596254,-2.975234,-0.6329648,-0.007596254,-2.98907,-0.6017917,-0.008065701,-2.965933,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,0.129063,-0.007596254,-0.125234,0.1170352,-0.007596254,-0.13907,0.1482083,-0.008065701,-0.115933,,0.179995877
133,,-0.7649045,-0.007596254,-3.03068,-0.7831681,-0.007596254,-3.029082,-0.7749075,-0.003637075,-2.996957,,SmallOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0149045,-0.007596254,-0.18068,-0.0331681,-0.007596254,-0.179082,-0.0249075,-0.003637075,-0.146957,,0.181452775
159,,-0.6776351,-0.03015381,-2.969485,-0.6638178,-0.03015381,-2.960165,-0.6741717,0.02266121,-2.946424,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0723649,-0.03015381,-0.119485,0.0861822,-0.03015381,-0.110165,0.0758283,0.02266121,-0.096424,,0.142907649
149,,-0.7942607,-0.03015381,-2.983094,-0.8099222,-0.03015381,-2.977394,-0.786027,-0.03253627,-2.952559,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0442607,-0.03015381,-0.133094,-0.0599222,-0.03015381,-0.127394,-0.036027,-0.03253627,-0.102559,,0.143465239
101,,-0.697155,-0.007596254,-2.695233,-0.681304,-0.007596254,-2.700383,-0.695924,-0.02897191,-2.68016,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.052845,-0.007596254,0.154767,0.068696,-0.007596254,0.149617,0.054076,-0.02897191,0.16984,,0.163716589
146,,-0.8770853,-0.01703721,-2.746835,-0.8882375,-0.01703721,-2.759221,-0.8771703,-0.0229342,-2.698198,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1270853,-0.01703721,0.103165,-0.1382375,-0.01703721,0.090779,-0.1271703,-0.0229342,0.151802,,0.164572043
142,,-0.9197354,-0.007596254,-2.840112,-0.9177042,-0.007596254,-2.823569,-0.9181783,-0.02824759,-2.82031,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1697354,-0.007596254,0.009888,-0.1677042,-0.007596254,0.026431,-0.1681783,-0.02824759,0.02969,,0.170192778
25,,-0.6470836,-0.03015381,-2.715917,-0.633773,-0.03015381,-2.725947,-0.6785693,0.00155592,-2.702499,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1029164,-0.03015381,0.134083,0.116227,-0.03015381,0.124053,0.0714307,0.00155592,0.147501,,0.171695336
8,,-0.9009929,-0.007596254,-2.931494,-0.9088175,-0.007596254,-2.916779,-0.8928366,-0.01378942,-2.93835,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1509929,-0.007596254,-0.081494,-0.1588175,-0.007596254,-0.066779,-0.1428366,-0.01378942,-0.08835,,0.171749326
126,,-0.5792243,-0.007596254,-2.868751,-0.5800965,-0.007596254,-2.885395,-0.587826,-0.01282859,-2.8428,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1707757,-0.007596254,-0.018751,0.1699035,-0.007596254,-0.035395,0.162174,-0.01282859,0.0072,,0.171969889
90,,-0.5833729,-0.007596254,-2.895556,-0.5796237,-0.007596254,-2.879317,-0.5907326,0.003373146,-2.888891,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1666271,-0.007596254,-0.045556,0.1703763,-0.007596254,-0.029317,0.1592674,0.003373146,-0.038891,,0.172909348
18,,-0.6065789,-0.01703721,-2.945081,-0.6156562,-0.01703721,-2.959059,-0.5975419,-0.01956844,-2.94242,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1434211,-0.01703721,-0.095081,0.1343438,-0.01703721,-0.109059,0.1524581,-0.01956844,-0.09242,,0.17291696
115,,-0.9207757,-0.03015381,-2.850002,-0.9199035,-0.03015381,-2.833358,-0.9040787,-0.03006148,-2.840602,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1707757,-0.03015381,-2E-06,-0.1699035,-0.03015381,0.016642,-0.1540787,-0.03006148,0.009398,,0.173417392
56,,-0.6593784,-0.007596254,-2.999679,-0.6735125,-0.007596254,-3.008511,-0.6565681,-0.01233196,-2.990284,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0906216,-0.007596254,-0.149679,0.0764875,-0.007596254,-0.158511,0.0934319,-0.01233196,-0.140284,,0.175139317
121,,-0.6004312,-0.007596254,-2.942341,-0.592351,-0.007596254,-2.927764,-0.6139328,-0.01307654,-2.917767,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1495688,-0.007596254,-0.092341,0.157649,-0.007596254,-0.077764,0.1360672,-0.01307654,-0.067767,,0.175941437
136,,-0.9074156,-0.03015381,-2.92735,-0.9139278,-0.03015381,-2.912008,-0.8898534,-0.03364754,-2.900867,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1574156,-0.03015381,-0.07735,-0.1639278,-0.03015381,-0.062008,-0.1398534,-0.03364754,-0.050867,,0.177966137
107,,-0.6777281,-0.01703721,-3.013278,-0.6626229,-0.01703721,-3.006234,-0.6889133,-0.008597136,-2.993371,,MediumOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0722719,-0.01703721,-0.163278,0.0873771,-0.01703721,-0.156234,0.0610867,-0.008597136,-0.143371,,0.179368892
150,,-0.8644281,-0.007596254,-2.734474,-0.8532809,-0.007596254,-2.724437,-0.8693616,-0.0191884,-2.7053,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1144281,-0.007596254,0.115526,-0.1032809,-0.007596254,0.125563,-0.1193616,-0.0191884,0.1447,,0.162781294
50,,-0.8406215,-0.01703721,-2.709208,-0.8279008,-0.01703721,-2.701259,-0.8569832,-0.00823307,-2.715725,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0906215,-0.01703721,0.140792,-0.0779008,-0.01703721,0.148741,-0.1069832,-0.00823307,0.134275,,0.16830006
37,,-0.6269857,-0.007596254,-2.734534,-0.6165658,-0.007596254,-2.745324,-0.6323053,0.006160498,-2.734627,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1230143,-0.007596254,0.115466,0.1334342,-0.007596254,0.104676,0.1176947,0.006160498,0.115373,,0.168886406
144,,-0.9037029,-0.03015381,-2.786156,-0.8971273,-0.03015381,-2.772674,-0.9001482,-0.01442862,-2.762091,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1537029,-0.03015381,0.063844,-0.1471273,-0.03015381,0.077326,-0.1501482,-0.01442862,0.087909,,0.169144583
163,,-0.5821319,-0.007596254,-2.829844,-0.5792697,-0.007596254,-2.844569,-0.5953935,-0.01602411,-2.824949,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1678681,-0.007596254,0.020156,0.1707303,-0.007596254,0.005431,0.1546065,-0.01602411,0.025051,,0.169244398
61,,-0.9106969,-0.007596254,-2.796525,-0.9158272,-0.007596254,-2.810621,-0.9195531,-0.01623631,-2.794651,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1606969,-0.007596254,0.053475,-0.1658272,-0.007596254,0.039379,-0.1695531,-0.01623631,0.055349,,0.169531037
55,,-0.8480874,-0.03015381,-2.714499,-0.8358001,-0.03015381,-2.705895,-0.8836454,-0.01618075,-2.694501,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0980874,-0.03015381,0.135501,-0.0858001,-0.03015381,0.144105,-0.1336454,-0.01618075,0.155499,,0.169973266
166,,-0.9193458,-0.01703721,-2.838892,-0.9172582,-0.01703721,-2.824038,-0.9101112,-0.004936934,-2.828429,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1693458,-0.01703721,0.011108,-0.1672582,-0.01703721,0.025962,-0.1601112,-0.004936934,0.021571,,0.170562757
113,,-0.5810953,-0.01703721,-2.832057,-0.5834419,-0.01703721,-2.817241,-0.5980361,-0.01942873,-2.8119,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1689047,-0.01703721,0.017943,0.1665581,-0.01703721,0.032759,0.1519639,-0.01942873,0.0381,,0.170707397
