targetx,targety,targetz,penaltyx,penaltyy,pealtyz,collx,colly,collz,,targetxrel,targetyrel,targetzrel,penxrel,penyrel,penzrel,collxrel,collyrel,collzrel,,,,,,,,
-0.8069617,-0.007596254,-2.789728,-0.8195402,-0.007596254,-2.800662,-0.8053901,-0.005371094,-2.767459,,-0.0069617,-0.007596254,0.110272,-0.0195402,-0.007596254,0.099338,-0.0053901,-0.005371094,0.132541,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8046402,-0.03015381,-2.922805,-0.8175926,-0.03015381,-2.912317,-0.8041604,-0.01722169,-2.919261,,-0.0046402,-0.03015381,-0.022805,-0.0175926,-0.03015381,-0.012317,-0.0041604,-0.01722169,-0.019261,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8228168,-0.03015381,-2.808364,-0.8318942,-0.03015381,-2.822342,-0.823274,-0.03268743,-2.782861,,-0.0228168,-0.03015381,0.091636,-0.0318942,-0.03015381,0.077658,-0.023274,-0.03268743,0.117139,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7115311,-0.01703721,-3.022638,-0.7277706,-0.01703721,-3.026387,-0.7093374,-0.01761985,-2.997844,,0.0884689,-0.01703721,-0.122638,0.0722294,-0.01703721,-0.126387,0.0906626,-0.01761985,-0.097844,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8609256,-0.03015381,-2.92281,-0.8695096,-0.03015381,-2.908524,-0.8571132,-0.02814388,-2.893199,,-0.0609256,-0.03015381,-0.02281,-0.0695096,-0.03015381,-0.008524,-0.0571132,-0.02814388,0.006801,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.5802646,-0.01703721,-2.877079,-0.5782335,-0.01703721,-2.860536,-0.5996481,-0.02228618,-2.869589,,0.2197354,-0.01703721,0.022921,0.2217665,-0.01703721,0.039464,0.2003519,-0.02228618,0.030411,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7811149,-0.007596254,-2.937441,-0.7966746,-0.007596254,-2.931468,-0.779601,-0.01120543,-2.923353,,0.0188851,-0.007596254,-0.037441,0.0033254,-0.007596254,-0.031468,0.020399,-0.01120543,-0.023353,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6797578,-0.01703721,-2.90749,-0.6699614,-0.01703721,-2.894006,-0.6820407,-0.03207254,-2.895897,,0.1202422,-0.01703721,-0.00749,0.1300386,-0.01703721,0.005994,0.1179593,-0.03207254,0.004103,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8505701,-0.007596254,-2.775527,-0.8400814,-0.007596254,-2.762574,-0.843608,-0.0254004,-2.769901,,-0.0505701,-0.007596254,0.124473,-0.0400814,-0.007596254,0.137426,-0.043608,-0.0254004,0.130099,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6788778,-0.007596254,-2.906994,-0.6884375,-0.007596254,-2.920646,-0.673023,-0.01883841,-2.888045,,0.1211222,-0.007596254,-0.006994,0.1115625,-0.007596254,-0.020646,0.126977,-0.01883841,0.011955,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6632288,-0.007596254,-2.860298,-0.6638104,-0.007596254,-2.876954,-0.6772516,-0.002514124,-2.841196,,0.1367712,-0.007596254,0.039702,0.1361896,-0.007596254,0.023046,0.1227484,-0.002514124,0.058804,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.718885,-0.01703721,-2.77628,-0.7033253,-0.01703721,-2.782253,-0.7250366,-0.01360655,-2.768857,,0.081115,-0.01703721,0.12372,0.0966747,-0.01703721,0.117747,0.0749634,-0.01360655,0.131143,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8446441,-0.03015381,-2.945683,-0.8560108,-0.03015381,-2.933493,-0.8344906,-0.02684307,-2.921504,,-0.0446441,-0.03015381,-0.045683,-0.0560108,-0.03015381,-0.033493,-0.0344906,-0.02684307,-0.021504,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8709224,-0.007596254,-2.978443,-0.8591373,-0.007596254,-2.990228,-0.8650067,-0.006944418,-2.954867,,-0.0709224,-0.007596254,-0.078443,-0.0591373,-0.007596254,-0.090228,-0.0650067,-0.006944418,-0.054867,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.754544,-0.007596254,-2.770958,-0.7711878,-0.007596254,-2.771831,-0.7647957,-0.007776022,-2.753207,,0.045456,-0.007596254,0.129042,0.0288122,-0.007596254,0.128169,0.0352043,-0.007776022,0.146793,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.581588,-0.01703721,-2.887738,-0.5786938,-0.01703721,-2.871325,-0.595178,-0.01246214,-2.872013,,0.218412,-0.01703721,0.012262,0.2213062,-0.01703721,0.028675,0.204822,-0.01246214,0.027987,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7515153,-0.03015381,-2.945018,-0.7681794,-0.03015381,-2.944727,-0.7457246,-0.03293967,-2.940358,,0.0484847,-0.03015381,-0.045018,0.0318206,-0.03015381,-0.044727,0.0542754,-0.03293967,-0.040358,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8244228,-0.007596254,-2.90307,-0.8158388,-0.007596254,-2.917356,-0.8204421,-0.0126524,-2.873442,,-0.0244228,-0.007596254,-0.00307,-0.0158388,-0.007596254,-0.017356,-0.0204421,-0.0126524,0.026558,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8430895,-0.007596254,-2.948389,-0.8546671,-0.007596254,-2.9364,-0.8309129,-0.0103693,-2.932324,,-0.0430895,-0.007596254,-0.048389,-0.0546671,-0.007596254,-0.0364,-0.0309129,-0.0103693,-0.032324,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8134992,-0.007596254,-2.799419,-0.8021325,-0.007596254,-2.78723,-0.8062818,-0.01183653,-2.797345,,-0.0134992,-0.007596254,0.100581,-0.0021325,-0.007596254,0.11277,-0.0062818,-0.01183653,0.102655,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.773932,-0.007596254,-2.775242,-0.757911,-0.007596254,-2.770648,-0.7743024,-0.003464222,-2.762944,,0.026068,-0.007596254,0.124758,0.042089,-0.007596254,0.129352,0.0256976,-0.003464222,0.137056,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7899898,-0.01703721,-2.981924,-0.8058407,-0.01703721,-2.976774,-0.7928144,-0.007595539,-2.973735,,0.0100102,-0.01703721,-0.081924,-0.0058407,-0.01703721,-0.076774,0.0071856,-0.007595539,-0.073735,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6379281,-0.01703721,-2.79426,-0.6462614,-0.01703721,-2.779826,-0.6532749,-0.01383662,-2.785045,,0.1620719,-0.01703721,0.10574,0.1537386,-0.01703721,0.120174,0.1467251,-0.01383662,0.114955,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8687935,-0.01703721,-2.736256,-0.8568045,-0.01703721,-2.724678,-0.8560165,-0.03129697,-2.734782,,-0.0687935,-0.01703721,0.163744,-0.0568045,-0.01703721,0.175322,-0.0560165,-0.03129697,0.165218,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8293178,-0.01703721,-2.824265,-0.8225389,-0.01703721,-2.809039,-0.8189372,-0.02779102,-2.816524,,-0.0293178,-0.01703721,0.075735,-0.0225389,-0.01703721,0.090961,-0.0189372,-0.02779102,0.083476,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8069617,-0.01703721,-2.925244,-0.7943832,-0.01703721,-2.936178,-0.8016309,-0.01251912,-2.896228,,-0.0069617,-0.01703721,-0.025244,0.0056168,-0.01703721,-0.036178,-0.0016309,-0.01251912,0.003772,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.5848169,-0.03015381,-2.904969,-0.5891306,-0.03015381,-2.921068,-0.5999552,-0.02010036,-2.884212,,0.2151831,-0.03015381,-0.004969,0.2108694,-0.03015381,-0.021068,0.2000448,-0.02010036,0.015788,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.5790941,-0.01703721,-2.866754,-0.5796758,-0.01703721,-2.88341,-0.5774641,-0.007781982,-2.846478,,0.2209059,-0.01703721,0.033246,0.2203242,-0.01703721,0.01659,0.2225359,-0.007781982,0.053522,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8519761,-0.01703721,-2.940532,-0.8622371,-0.01703721,-2.927398,-0.839289,-0.0246079,-2.923925,,-0.0519761,-0.01703721,-0.040532,-0.0622371,-0.01703721,-0.027398,-0.039289,-0.0246079,-0.023925,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.9049878,-0.007596254,-2.933291,-0.9120314,-0.007596254,-2.918186,-0.8979326,-0.02095079,-2.919516,,-0.1049878,-0.007596254,-0.033291,-0.1120314,-0.007596254,-0.018186,-0.0979326,-0.02095079,-0.019516,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6919033,-0.03015381,-2.925619,-0.704289,-0.03015381,-2.936771,-0.6889253,-0.03223968,-2.917108,,0.1080967,-0.03015381,-0.025619,0.095711,-0.03015381,-0.036771,0.1110747,-0.03223968,-0.017108,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6943246,-0.007596254,-2.699622,-0.6785659,-0.007596254,-2.705049,-0.6998363,-0.02936387,-2.688651,,0.1056754,-0.007596254,0.200378,0.1214341,-0.007596254,0.194951,0.1001637,-0.02936387,0.211349,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7767519,-0.007596254,-2.692774,-0.7932134,-0.007596254,-2.695382,-0.7629508,-0.03180432,-2.68082,,0.0232481,-0.007596254,0.207226,0.0067866,-0.007596254,0.204618,0.0370492,-0.03180432,0.21918,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7575672,-0.01703721,-2.948632,-0.740964,-0.01703721,-2.950084,-0.7602488,-0.02601051,-2.92211,,0.0424328,-0.01703721,-0.048632,0.059036,-0.01703721,-0.050084,0.0397512,-0.02601051,-0.02211,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.84617,-0.007596254,-2.776275,-0.8573222,-0.007596254,-2.788661,-0.8357785,-0.01922321,-2.763336,,-0.04617,-0.007596254,0.123725,-0.0573222,-0.007596254,0.111339,-0.0357785,-0.01922321,0.136664,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8338656,-0.007596254,-2.840535,-0.8381793,-0.007596254,-2.856634,-0.8168616,-0.02314568,-2.819995,,-0.0338656,-0.007596254,0.059465,-0.0381793,-0.007596254,0.043366,-0.0168616,-0.02314568,0.080005,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.5806542,-0.007596254,-2.887037,-0.5783346,-0.007596254,-2.870533,-0.6002301,-0.01616597,-2.863341,,0.2193458,-0.007596254,0.012963,0.2216654,-0.007596254,0.029467,0.1997699,-0.01616597,0.036659,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6865008,-0.03015381,-2.804096,-0.6751342,-0.03015381,-2.816285,-0.6981232,-0.04056668,-2.794282,,0.1134992,-0.03015381,0.095904,0.1248658,-0.03015381,0.083715,0.1018768,-0.04056668,0.105718,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8653047,-0.01703721,-2.805118,-0.8577382,-0.01703721,-2.790268,-0.8579103,-0.0302968,-2.792823,,-0.0653047,-0.01703721,0.094882,-0.0577382,-0.01703721,0.109732,-0.0579103,-0.0302968,0.107177,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.5962971,-0.01703721,-2.939333,-0.6036033,-0.01703721,-2.954313,-0.6193571,-0.02630854,-2.914432,,0.2037029,-0.01703721,-0.039333,0.1963967,-0.01703721,-0.054313,0.1806429,-0.02630854,-0.014432,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.754427751,-0.018572098,-2.915077857,-0.736878607,-0.010995307,-2.916100992,-0.738973682,-0.025876437,-2.878521369,,0.045572249,-0.018572098,-0.015077857,0.063121393,-0.010995307,-0.016100992,0.061026318,-0.025876437,0.021478631,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8251919,-0.03015381,-2.893689,-0.8176919,-0.03015381,-2.90668,-0.8304127,-0.01599121,-2.889702,,-0.0251919,-0.03015381,0.006311,-0.0176919,-0.03015381,-0.00668,-0.0304127,-0.01599121,0.010298,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6777281,-0.01703721,-3.005436,-0.6641334,-0.01703721,-2.999096,-0.6786004,-0.01962137,-2.990079,,0.1222719,-0.01703721,-0.105436,0.1358666,-0.01703721,-0.099096,0.1213996,-0.01962137,-0.090079,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7079068,-0.01703721,-2.926645,-0.6947876,-0.01703721,-2.919373,-0.7147971,-0.01165366,-2.91366,,0.0920932,-0.01703721,-0.026645,0.1052124,-0.01703721,-0.019373,0.0852029,-0.01165366,-0.01366,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8682215,-0.007596254,-2.903486,-0.8743226,-0.007596254,-2.889782,-0.8612463,-0.01971579,-2.898875,,-0.0682215,-0.007596254,-0.003486,-0.0743226,-0.007596254,0.010218,-0.0612463,-0.01971579,0.001125,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7880612,-0.01703721,-2.772898,-0.8015431,-0.01703721,-2.779474,-0.7824433,-0.01566625,-2.777297,,0.0119388,-0.01703721,0.127102,-0.0015431,-0.01703721,0.120526,0.0175567,-0.01566625,0.122703,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6249312,-0.03015381,-2.734776,-0.6147012,-0.03015381,-2.745746,-0.635767,-0.02579975,-2.724159,,0.1750688,-0.03015381,0.165224,0.1852988,-0.03015381,0.154254,0.164233,-0.02579975,0.175841,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7708409,-0.01703721,-2.68199,-0.7857291,-0.01703721,-2.683818,-0.759661,-0.01194096,-2.68591,,0.0291591,-0.01703721,0.21801,0.0142709,-0.01703721,0.216182,0.040339,-0.01194096,0.21409,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6617429,-0.01703721,-2.757179,-0.6507726,-0.01703721,-2.767409,-0.6718323,-0.01572537,-2.760857,,0.1382571,-0.01703721,0.142821,0.1492274,-0.01703721,0.132591,0.1281677,-0.01572537,0.139143,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8755655,-0.007596254,-2.883382,-0.8791944,-0.007596254,-2.868827,-0.8671771,-0.004328251,-2.864836,,-0.0755655,-0.007596254,0.016618,-0.0791944,-0.007596254,0.031173,-0.0671771,-0.004328251,0.035164,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8338656,-0.007596254,-2.875042,-0.8377479,-0.007596254,-2.860553,-0.8225319,-0.01503515,-2.873108,,-0.0338656,-0.007596254,0.024958,-0.0377479,-0.007596254,0.039447,-0.0225319,-0.01503515,0.026892,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.5914422,-0.03015381,-2.788999,-0.5858231,-0.03015381,-2.802907,-0.6026766,-0.02028847,-2.778973,,0.2085578,-0.03015381,0.111001,0.2141769,-0.03015381,0.097093,0.1973234,-0.02028847,0.121027,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8687935,-0.007596254,-2.730339,-0.8795837,-0.007596254,-2.740759,-0.8559842,-0.01099086,-2.731755,,-0.0687935,-0.007596254,0.169661,-0.0795837,-0.007596254,0.159241,-0.0559842,-0.01099086,0.168245,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6706822,-0.007596254,-2.888762,-0.6645811,-0.007596254,-2.875059,-0.6819969,-0.000159025,-2.876019,,0.1293178,-0.007596254,0.011238,0.1354189,-0.007596254,0.024941,0.1180031,-0.000159025,0.023981,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.754544,-0.03015381,-2.766821,-0.7395646,-0.03015381,-2.766036,-0.7605617,-0.04197025,-2.75984,,0.045456,-0.03015381,0.133179,0.0604354,-0.03015381,0.133964,0.0394383,-0.04197025,0.14016,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.5856146,-0.007596254,-2.806507,-0.5897491,-0.007596254,-2.792088,-0.588738,-0.01872182,-2.806179,,0.2143854,-0.007596254,0.093493,0.2102509,-0.007596254,0.107912,0.211262,-0.01872182,0.093821,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6859385,-0.007596254,-3.012595,-0.6720308,-0.007596254,-3.006976,-0.6938579,-0.0185411,-2.999205,,0.1140615,-0.007596254,-0.112595,0.1279692,-0.007596254,-0.106976,0.1061421,-0.0185411,-0.099205,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7826303,-0.007596254,-2.686329,-0.7679058,-0.007596254,-2.683467,-0.7851604,-0.02076054,-2.690648,,0.0173697,-0.007596254,0.213671,0.0320942,-0.007596254,0.216533,0.0148396,-0.02076054,0.209352,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7319483,-0.03015381,-2.939198,-0.717276,-0.03015381,-2.936079,-0.7331579,-0.02432537,-2.918491,,0.0680517,-0.03015381,-0.039198,0.082724,-0.03015381,-0.036079,0.0668421,-0.02432537,-0.018491,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.9049878,-0.03015381,-2.926698,-0.911327,-0.03015381,-2.913104,-0.9067221,-0.01975012,-2.92508,,-0.1049878,-0.03015381,-0.026698,-0.111327,-0.03015381,-0.013104,-0.1067221,-0.01975012,-0.02508,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7484847,-0.007596254,-2.941542,-0.733487,-0.007596254,-2.94128,-0.7529115,-0.01602721,-2.920937,,0.0515153,-0.007596254,-0.041542,0.066513,-0.007596254,-0.04128,0.0470885,-0.01602721,-0.020937,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8666286,-0.01703721,-2.980015,-0.8775989,-0.01703721,-2.969784,-0.8689656,-0.01257777,-2.980032,,-0.0666286,-0.01703721,-0.080015,-0.0775989,-0.01703721,-0.069784,-0.0689656,-0.01257777,-0.080032,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6327152,-0.01703721,-2.909726,-0.6390544,-0.01703721,-2.923321,-0.6454917,-0.01768565,-2.897182,,0.1672848,-0.01703721,-0.009726,0.1609456,-0.01703721,-0.023321,0.1545083,-0.01768565,0.002818,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7768301,-0.01703721,-2.938075,-0.791096,-0.01703721,-2.93344,-0.7736897,-0.01000881,-2.918587,,0.0231699,-0.01703721,-0.038075,0.008904,-0.01703721,-0.03344,0.0263103,-0.01000881,-0.018587,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7522585,-0.007596254,-2.98496,-0.7372608,-0.007596254,-2.985222,-0.7670865,-0.006693363,-2.973958,,0.0477415,-0.007596254,-0.08496,0.0627392,-0.007596254,-0.085222,0.0329135,-0.006693363,-0.073958,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8505701,-0.01703721,-2.774405,-0.8411303,-0.01703721,-2.762748,-0.8407066,-0.01198363,-2.76988,,-0.0505701,-0.01703721,0.125595,-0.0411303,-0.01703721,0.137252,-0.0407066,-0.01198363,0.13012,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6617429,-0.03015381,-2.761278,-0.6727132,-0.03015381,-2.751048,-0.6663913,-0.0231142,-2.758188,,0.1382571,-0.03015381,0.138722,0.1272868,-0.03015381,0.148952,0.1336087,-0.0231142,0.141812,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6276409,-0.01703721,-2.813953,-0.6325244,-0.01703721,-2.79977,-0.6225913,-0.01638055,-2.8049,,0.1723591,-0.01703721,0.086047,0.1674756,-0.01703721,0.10023,0.1774087,-0.01638055,0.0951,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7947177,-0.01703721,-2.782185,-0.8075752,-0.01703721,-2.78991,-0.7952263,-0.01025367,-2.775926,,0.0052823,-0.01703721,0.117815,-0.0075752,-0.01703721,0.11009,0.0047737,-0.01025367,0.124074,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7985514,-0.007596254,-2.928734,-0.7861159,-0.007596254,-2.937122,-0.8088533,-0.01083016,-2.905908,,0.0014486,-0.007596254,-0.028734,0.0138841,-0.007596254,-0.037122,-0.0088533,-0.01083016,-0.005908,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8770319,-0.01703721,-2.832201,-0.8741698,-0.01703721,-2.817477,-0.8725526,-0.02859831,-2.8285,,-0.0770319,-0.01703721,0.067799,-0.0741698,-0.01703721,0.082523,-0.0725526,-0.02859831,0.0715,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.726068,-0.03015381,-2.940507,-0.7116491,-0.03015381,-2.936373,-0.7349063,-0.0230782,-2.937773,,0.073932,-0.03015381,-0.040507,0.0883509,-0.03015381,-0.036373,0.0650937,-0.0230782,-0.037773,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.785555,-0.007596254,-3.025554,-0.7708828,-0.007596254,-3.028673,-0.7828457,-0.01963735,-3.003025,,0.014445,-0.007596254,-0.125554,0.0291172,-0.007596254,-0.128673,0.0171543,-0.01963735,-0.103025,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6632288,-0.01703721,-2.855393,-0.6637523,-0.01703721,-2.840402,-0.6770722,-0.01494908,-2.844243,,0.1367712,-0.01703721,0.044607,0.1362477,-0.01703721,0.059598,0.1229278,-0.01494908,0.055757,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7665668,-0.01703721,-2.773545,-0.7812912,-0.01703721,-2.776407,-0.7657657,-0.02463055,-2.775042,,0.0334332,-0.01703721,0.126455,0.0187088,-0.01703721,0.123593,0.0342343,-0.02463055,0.124958,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8005643,-0.007596254,-2.739993,-0.8143719,-0.007596254,-2.745854,-0.787993,-0.0198648,-2.73846,,-0.0005643,-0.007596254,0.160007,-0.0143719,-0.007596254,0.154146,0.012007,-0.0198648,0.16154,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8330303,-0.03015381,-2.884573,-0.8374159,-0.03015381,-2.870229,-0.8173823,-0.03361678,-2.859253,,-0.0330303,-0.03015381,0.015427,-0.0374159,-0.03015381,0.029771,-0.0173823,-0.03361678,0.040747,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6508666,-0.007596254,-2.942829,-0.6605084,-0.007596254,-2.954319,-0.6675376,-0.009254456,-2.916545,,0.1491334,-0.007596254,-0.042829,0.1394916,-0.007596254,-0.054319,0.1324624,-0.009254456,-0.016545,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6852952,-0.03015381,-2.971874,-0.6723049,-0.03015381,-2.964374,-0.6982627,-0.03013706,-2.943442,,0.1147048,-0.03015381,-0.071874,0.1276951,-0.03015381,-0.064374,0.1017373,-0.03013706,-0.043442,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6470836,-0.007596254,-2.723307,-0.6351041,-0.007596254,-2.732334,-0.6671245,-0.01634526,-2.711462,,0.1529164,-0.007596254,0.176693,0.1648959,-0.007596254,0.167666,0.1328755,-0.01634526,0.188538,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8286894,-0.007596254,-2.896646,-0.8350286,-0.007596254,-2.883052,-0.8186932,-0.009871006,-2.869708,,-0.0286894,-0.007596254,0.003354,-0.0350286,-0.007596254,0.016948,-0.0186932,-0.009871006,0.030292,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6740619,-0.03015381,-2.818074,-0.681334,-0.03015381,-2.804954,-0.6830025,-0.02143121,-2.806441,,0.1259381,-0.03015381,0.081926,0.118666,-0.03015381,0.095046,0.1169975,-0.02143121,0.093559,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8774435,-0.01703721,-2.83785,-0.8748388,-0.01703721,-2.823078,-0.8618913,-0.01484489,-2.824768,,-0.0774435,-0.01703721,0.06215,-0.0748388,-0.01703721,0.076922,-0.0618913,-0.01484489,0.075232,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6553559,-0.03015381,-2.772358,-0.6451259,-0.03015381,-2.783329,-0.6562796,-0.03363085,-2.747498,,0.1446441,-0.03015381,0.127642,0.1548741,-0.03015381,0.116671,0.1437204,-0.03363085,0.152502,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6210829,-0.03015381,-2.849654,-0.6197756,-0.03015381,-2.864597,-0.6282434,-0.02205253,-2.82247,,0.1789171,-0.03015381,0.050346,0.1802244,-0.03015381,0.035403,0.1717566,-0.02205253,0.07753,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8084889,-0.007596254,-2.700835,-0.8225843,-0.007596254,-2.705966,-0.8055574,-0.02154684,-2.705778,,-0.0084889,-0.007596254,0.199165,-0.0225843,-0.007596254,0.194034,-0.0055574,-0.02154684,0.194222,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7880611,-0.03015381,-2.939642,-0.7745792,-0.03015381,-2.946218,-0.7907076,-0.01788807,-2.921383,,0.0119389,-0.03015381,-0.039642,0.0254208,-0.03015381,-0.046218,0.0092924,-0.01788807,-0.021383,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7028632,-0.007596254,-2.697681,-0.6884443,-0.007596254,-2.701816,-0.6991415,-0.0356102,-2.677898,,0.0971368,-0.007596254,0.202319,0.1115557,-0.007596254,0.198184,0.1008585,-0.0356102,0.222102,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.9178681,-0.01703721,-2.829795,-0.9207303,-0.01703721,-2.84452,-0.8967971,-0.02817798,-2.804864,,-0.1178681,-0.01703721,0.070205,-0.1207303,-0.01703721,0.05548,-0.0967971,-0.02817798,0.095136,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8147048,-0.007596254,-2.974713,-0.8276951,-0.007596254,-2.967213,-0.8084006,-0.00805831,-2.941146,,-0.0147048,-0.007596254,-0.074713,-0.0276951,-0.007596254,-0.067213,-0.0084006,-0.00805831,-0.041146,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8709224,-0.03015381,-2.742224,-0.8603158,-0.03015381,-2.731618,-0.8592063,-0.04535747,-2.738146,,-0.0709224,-0.03015381,0.157776,-0.0603158,-0.03015381,0.168382,-0.0592063,-0.04535747,0.161854,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8028451,-0.03015381,-3.026032,-0.7885792,-0.03015381,-3.030667,-0.798808,-0.02153707,-2.993555,,-0.0028451,-0.03015381,-0.126032,0.0114208,-0.03015381,-0.130667,0.001192,-0.02153707,-0.093555,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject)
