Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,Start Time,Overlap Type,Polar Angle,Elevation Angle,,,,,,,,,,,,
131,,-0.8631842,-0.007596254,-2.797777,-0.855912,-0.007596254,-2.784658,-0.8556647,0.006222486,-2.775452,17:09:05,LargeOverlap(Clone) (UnityEngine.GameObject),2.635447,1.396263,,-0.1131842,-0.007596254,0.052223,-0.105912,-0.007596254,0.065342,-0.1056647,0.006222486,0.074548,,0.124882376
116,,-0.8166508,-0.03015381,-2.748484,-0.8009361,-0.03015381,-2.739042,-0.8122818,-3.62E-02,-2.737217,17:08:14,SmallOverlap(Clone) (UnityEngine.GameObject),2.111848,1.22173,,-0.0666508,-0.03015381,0.101516,-0.0509361,-0.03015381,0.110958,-0.0622818,-0.03615308,0.112783,,0.125128253
78,,-0.8296725,-0.01703721,-2.754639,-0.842806,-0.01703721,-2.7649,-0.8268538,-0.01232886,-2.743312,17:06:03,MediumOverlap(Clone) (UnityEngine.GameObject),2.234021,1.308997,,-0.0796725,-0.01703721,0.095361,-0.092806,-0.01703721,0.0851,-0.0768538,-0.01232886,0.106688,,0.12542605
94,,-0.6327151,-0.01703721,-2.803097,-0.6404631,-0.01703721,-2.786482,-0.6215552,0.1138785,-2.744433,17:06:58,SmallOverlap(Clone) (UnityEngine.GameObject),0.4363323,1.308997,,0.1172849,-0.01703721,0.046903,0.1095369,-0.01703721,0.063518,0.1284448,0.1138785,0.105567,,0.127459428
151,,-0.6256036,-0.01703721,-2.826284,-0.6205502,-0.01703721,-2.843907,-0.6295991,-0.01758981,-2.811559,17:10:12,SmallOverlap(Clone) (UnityEngine.GameObject),0.2792527,1.308997,,0.1243964,-0.01703721,0.023716,0.1294498,-0.01703721,0.006093,0.1204009,-0.01758981,0.038441,,0.127777852
55,,-0.7121643,-0.03015381,-2.731181,-0.7281027,-0.03015381,-2.726309,-0.7106164,0.1082563,-2.703022,17:04:43,MediumOverlap(Clone) (UnityEngine.GameObject),1.27409,1.22173,,0.0378357,-0.03015381,0.118819,0.0218973,-0.03015381,0.123691,0.0393836,0.1082563,0.146978,,0.128291649
71,,-0.6617429,-0.03015381,-2.761466,-0.6483348,-0.03015381,-2.773969,-0.6712089,-0.03331685,-2.743223,17:05:40,SmallOverlap(Clone) (UnityEngine.GameObject),0.8203048,1.22173,,0.0882571,-0.03015381,0.088534,0.1016652,-0.03015381,0.076031,0.0787911,-0.03331685,0.106777,,0.128595634
167,,-0.6283948,-0.03015381,-2.81888,-0.6346652,-0.03015381,-2.801653,-0.6324086,-0.02589202,-2.783695,17:11:08,SmallOverlap(Clone) (UnityEngine.GameObject),0.3490658,1.22173,,0.1216052,-0.03015381,0.03112,0.1153348,-0.03015381,0.048347,0.1175914,-0.02589202,0.066305,,0.129095048
44,,-0.8046908,-0.03015381,-2.736654,-0.7880752,-0.03015381,-2.728906,-0.7964886,-0.02899027,-2.735924,17:03:59,SmallOverlap(Clone) (UnityEngine.GameObject),2.007129,1.22173,,-0.0546908,-0.03015381,0.113346,-0.0380752,-0.03015381,0.121094,-0.0464886,-0.02899027,0.114076,,0.129412718
169,,-0.6210829,-0.01703721,-2.852006,-0.6225355,-0.01703721,-2.835403,-0.5717702,0.114727,-2.812476,17:11:14,MediumOverlap(Clone) (UnityEngine.GameObject),0.08726646,1.308997,,0.1289171,-0.01703721,-0.002006,0.1274645,-0.01703721,0.014597,0.1782298,0.114727,0.037524,,0.130053486
29,,-0.6225565,-0.007596254,-2.875242,-0.6254507,-0.007596254,-2.891655,-0.6338754,-0.01159549,-2.863907,17:03:04,MediumOverlap(Clone) (UnityEngine.GameObject),6.108652,1.396263,,0.1274435,-0.007596254,-0.025242,0.1245493,-0.007596254,-0.041655,0.1161246,-0.01159549,-0.013907,,0.130141105
23,,-0.6276408,-0.007596254,-2.894281,-0.633067,-0.007596254,-2.91004,-0.6365297,-0.005484104,-2.877253,17:02:35,MediumOverlap(Clone) (UnityEngine.GameObject),5.951573,1.396263,,0.1223592,-0.007596254,-0.044281,0.116933,-0.007596254,-0.06004,0.1134703,-0.005484104,-0.027253,,0.130346783
7,,-0.6833492,-0.007596254,-2.961818,-0.6976353,-0.007596254,-2.970402,-0.6794182,-0.00441885,-2.945961,17:01:37,MediumOverlap(Clone) (UnityEngine.GameObject),5.253441,1.396263,,0.0666508,-0.007596254,-0.111818,0.0523647,-0.007596254,-0.120402,0.0705818,-0.00441885,-0.095961,,0.130396692
35,,-0.83144,-0.03015381,-2.752611,-0.8197829,-0.03015381,-2.743172,-0.8371697,-0.02189231,-2.750795,17:03:23,LargeOverlap(Clone) (UnityEngine.GameObject),2.251475,1.22173,,-0.08144,-0.03015381,0.097389,-0.0697829,-0.03015381,0.106828,-0.0871697,-0.02189231,0.099205,,0.13048503
61,,-0.6283948,-0.03015381,-2.811143,-0.6232646,-0.03015381,-2.825239,-0.5640403,0.1069405,-2.763991,17:05:07,LargeOverlap(Clone) (UnityEngine.GameObject),0.3490658,1.22173,,0.1216052,-0.03015381,0.038857,0.1267354,-0.03015381,0.024761,0.1859597,0.1069405,0.086009,,0.131175239
19,,-0.6814234,-0.007596254,-2.961595,-0.6969709,-0.007596254,-2.97131,-0.6765363,-0.008407116,-2.952488,17:02:21,SmallOverlap(Clone) (UnityEngine.GameObject),5.270895,1.396263,,0.0685766,-0.007596254,-0.111595,0.0530291,-0.007596254,-0.12131,0.0734637,-0.008407116,-0.102488,,0.131201742
37,,-0.8609256,-0.03015381,-2.786675,-0.8686512,-0.03015381,-2.799532,-0.8607547,-0.02234101,-2.772425,17:03:30,LargeOverlap(Clone) (UnityEngine.GameObject),2.600541,1.22173,,-0.1109256,-0.03015381,0.063325,-0.1186512,-0.03015381,0.050468,-0.1107547,-0.02234101,0.077575,,0.131239463
133,,-0.8770319,-0.03015381,-2.835962,-0.8741698,-0.03015381,-2.821237,-0.8638608,-0.03053379,-2.816744,17:09:12,LargeOverlap(Clone) (UnityEngine.GameObject),2.949606,1.22173,,-0.1270319,-0.03015381,0.014038,-0.1241698,-0.03015381,0.028763,-0.1138608,-0.03053379,0.033256,,0.131314208
170,,-0.6210829,-0.007596254,-2.874645,-0.6225355,-0.007596254,-2.891248,-0.5941842,0.1162152,-2.842657,17:11:18,MediumOverlap(Clone) (UnityEngine.GameObject),6.195919,1.396263,,0.1289171,-0.007596254,-0.024645,0.1274645,-0.007596254,-0.041248,0.1558158,0.1162152,0.007343,,0.131471281
17,,-0.7657711,-0.01703721,-2.98012,-0.7492287,-0.01703721,-2.982151,-0.7665933,-0.01597285,-2.960016,17:02:13,MediumOverlap(Clone) (UnityEngine.GameObject),4.590216,1.308997,,-0.0157711,-0.01703721,-0.13012,0.0007713,-0.01703721,-0.132151,-0.0165933,-0.01597285,-0.110016,,0.132174916
18,,-0.75,-0.01703721,-2.981184,-0.7316667,-0.01703721,-2.981184,-0.7554598,0.1003985,-3.041089,17:02:17,SmallOverlap(Clone) (UnityEngine.GameObject),4.712389,1.308997,,0,-0.01703721,-0.131184,0.0183333,-0.01703721,-0.131184,-0.0054598,0.1003985,-0.191089,,0.132285707
22,,-0.8166509,-0.01703721,-2.963003,-0.830937,-0.01703721,-2.954419,-0.8467301,0.1041889,-3.004753,17:02:32,MediumOverlap(Clone) (UnityEngine.GameObject),4.171337,1.308997,,-0.0666509,-0.01703721,-0.113003,-0.080937,-0.01703721,-0.104419,-0.0967301,0.1041889,-0.154753,,0.132296209
28,,-0.6553558,-0.01703721,-2.940949,-0.6655858,-0.01703721,-2.951919,-0.5095534,0.05708194,-3.030059,17:02:59,LargeOverlap(Clone) (UnityEngine.GameObject),5.532694,1.308997,,0.0946442,-0.01703721,-0.090949,0.0844142,-0.01703721,-0.101919,0.2404466,0.05708194,-0.180059,,0.132361292
125,,-0.6209057,-0.03015381,-2.85106,-0.6221846,-0.03015381,-2.832772,-0.623386,-0.02955294,-2.83246,17:08:45,SmallOverlap(Clone) (UnityEngine.GameObject),0.06981317,1.22173,,0.1290943,-0.03015381,-0.00106,0.1278154,-0.03015381,0.017228,0.126614,-0.02955294,0.01754,,0.132573429
10,,-0.6256036,-0.03015381,-2.815456,-0.6301975,-0.03015381,-2.799435,-0.6318852,-0.01603866,-2.806933,17:01:47,MediumOverlap(Clone) (UnityEngine.GameObject),0.2792527,1.22173,,0.1243964,-0.03015381,0.034544,0.1198025,-0.03015381,0.050565,0.1181148,-0.01603866,0.043067,,0.132578296
114,,-0.6206102,-0.03015381,-2.857005,-0.6209301,-0.03015381,-2.838675,-0.6295795,-0.01126671,-2.842395,17:08:07,SmallOverlap(Clone) (UnityEngine.GameObject),0.01745329,1.22173,,0.1293898,-0.03015381,-0.007005,0.1290699,-0.03015381,0.011325,0.1204205,-0.01126671,0.007605,,0.133041507
43,,-0.6634081,-0.01703721,-2.949999,-0.6770324,-0.01703721,-2.962266,-0.6607406,-0.01288795,-2.931613,17:03:54,SmallOverlap(Clone) (UnityEngine.GameObject),5.445427,1.308997,,0.0865919,-0.01703721,-0.099999,0.0729676,-0.01703721,-0.112266,0.0892594,-0.01288795,-0.081613,,0.1333725
90,,-0.6300136,-0.01703721,-2.905982,-0.6231458,-0.01703721,-2.888983,-0.6468537,-0.0120008,-2.887368,17:06:45,SmallOverlap(Clone) (UnityEngine.GameObject),5.899213,1.308997,,0.1199864,-0.01703721,-0.055982,0.1268542,-0.01703721,-0.038983,0.1031463,-0.0120008,-0.037368,,0.13349527
91,,-0.6379281,-0.007596254,-2.922285,-0.6462614,-0.007596254,-2.936719,-0.6457288,0.003397465,-2.928093,17:06:48,MediumOverlap(Clone) (UnityEngine.GameObject),5.759586,1.396263,,0.1120719,-0.007596254,-0.072285,0.1037386,-0.007596254,-0.086719,0.1042712,0.003397465,-0.078093,,0.13357745
140,,-0.8699864,-0.007596254,-2.909626,-0.8631186,-0.007596254,-2.926624,-0.9224933,0.09599328,-2.899954,17:09:35,SmallOverlap(Clone) (UnityEngine.GameObject),3.525565,1.396263,,-0.1199864,-0.007596254,-0.059626,-0.1131186,-0.007596254,-0.076624,-0.1724933,0.09599328,-0.049954,,0.13420022
112,,-0.8546945,-0.007596254,-2.935185,-0.864491,-0.007596254,-2.921701,-0.8961311,0.1128688,-2.861722,17:08:00,MediumOverlap(Clone) (UnityEngine.GameObject),3.769911,1.396263,,-0.1046945,-0.007596254,-0.085185,-0.114491,-0.007596254,-0.071701,-0.1461311,0.1128688,-0.011722,,0.135185523
106,,-0.8446441,-0.007596254,-2.946943,-0.8571475,-0.007596254,-2.933535,-0.8403605,0.01206541,-2.932794,17:07:40,SmallOverlap(Clone) (UnityEngine.GameObject),3.892084,1.396263,,-0.0946441,-0.007596254,-0.096943,-0.1071475,-0.007596254,-0.083535,-0.0903605,0.01206541,-0.082794,,0.135695077
82,,-0.6852952,-0.01703721,-2.968988,-0.7011724,-0.01703721,-2.978155,-0.6786015,0.1160996,-2.917461,17:06:18,SmallOverlap(Clone) (UnityEngine.GameObject),5.235988,1.308997,,0.0647048,-0.01703721,-0.118988,0.0488276,-0.01703721,-0.128155,0.0713985,0.1160996,-0.067461,,0.136510519
79,,-0.8005643,-0.01703721,-2.975804,-0.8174403,-0.01703721,-2.968641,-0.8120266,-0.009074211,-2.955053,17:06:07,SmallOverlap(Clone) (UnityEngine.GameObject),4.310963,1.308997,,-0.0505643,-0.01703721,-0.125804,-0.0674403,-0.01703721,-0.118641,-0.0620266,-0.009074211,-0.105053,,0.136651606
95,,-0.812739,-0.01703721,-2.971047,-0.7996197,-0.01703721,-2.978319,-0.8716584,0.119534,-2.960398,17:07:02,LargeOverlap(Clone) (UnityEngine.GameObject),4.206244,1.308997,,-0.062739,-0.01703721,-0.121047,-0.0496197,-0.01703721,-0.128319,-0.1216584,0.119534,-0.110398,,0.137400236
89,,-0.7297559,-0.01703721,-2.985245,-0.7445712,-0.01703721,-2.987592,-0.7220134,0.09345651,-3.06843,17:06:41,LargeOverlap(Clone) (UnityEngine.GameObject),4.869469,1.308997,,0.0202441,-0.01703721,-0.135245,0.0054288,-0.01703721,-0.137592,0.0279866,0.09345651,-0.21843,,0.137808926
83,,-0.673935,-0.03015381,-2.961681,-0.6874186,-0.03015381,-2.971478,-0.6580076,0.117676,-2.921745,17:06:21,MediumOverlap(Clone) (UnityEngine.GameObject),5.340707,1.22173,,0.076065,-0.03015381,-0.111681,0.0625814,-0.03015381,-0.121478,0.0919924,0.117676,-0.071745,,0.13844776
128,,-0.8185766,-0.007596254,-2.970051,-0.8030291,-0.007596254,-2.979766,-0.8447061,0.1267467,-2.951017,17:08:55,SmallOverlap(Clone) (UnityEngine.GameObject),4.153883,1.396263,,-0.0685766,-0.007596254,-0.120051,-0.0530291,-0.007596254,-0.129766,-0.0947061,0.1267467,-0.101017,,0.138465504
119,,-0.7100102,-0.007596254,-2.982707,-0.6925742,-0.007596254,-2.977042,-0.7029281,0.009372473,-2.958521,17:08:24,SmallOverlap(Clone) (UnityEngine.GameObject),5.026548,1.396263,,0.0399898,-0.007596254,-0.132707,0.0574258,-0.007596254,-0.127042,0.0470719,0.009372473,-0.108521,,0.138809348
175,,-0.8672849,-0.03015381,-2.918424,-0.8609456,-0.03015381,-2.932018,-0.9234731,0.1304638,-2.838472,17:11:35,LargeOverlap(Clone) (UnityEngine.GameObject),3.577925,1.22173,,-0.1172849,-0.03015381,-0.068424,-0.1109456,-0.03015381,-0.082018,-0.1734731,0.1304638,0.011528,,0.139092932
130,,-0.8067294,-0.01703721,-2.97676,-0.7902515,-0.01703721,-2.984797,-0.8007527,-0.006927252,-2.956276,17:09:02,SmallOverlap(Clone) (UnityEngine.GameObject),4.258604,1.308997,,-0.0567294,-0.01703721,-0.12676,-0.0402515,-0.01703721,-0.134797,-0.0507527,-0.006927252,-0.106276,,0.139916364
136,,-0.7856701,-0.007596254,-2.98526,-0.8016911,-0.007596254,-2.980666,-0.8055233,0.1202245,-2.990263,17:09:21,MediumOverlap(Clone) (UnityEngine.GameObject),4.433136,1.396263,,-0.0356701,-0.007596254,-0.13526,-0.0516911,-0.007596254,-0.130666,-0.0555233,0.1202245,-0.140263,,0.140090423
96,,-0.7963762,-0.03015381,-2.978748,-0.8119359,-0.03015381,-2.972775,-0.8394552,0.1295784,-2.975415,17:07:05,MediumOverlap(Clone) (UnityEngine.GameObject),4.34587,1.22173,,-0.0463762,-0.03015381,-0.128748,-0.0619359,-0.03015381,-0.122775,-0.0894552,0.1295784,-0.125415,,0.140128697
99,,-0.7878357,-0.03015381,-2.981911,-0.8037741,-0.03015381,-2.977038,-0.8236974,0.1356561,-2.948874,17:07:15,MediumOverlap(Clone) (UnityEngine.GameObject),4.415683,1.22173,,-0.0378357,-0.03015381,-0.131911,-0.0537741,-0.03015381,-0.127038,-0.0736974,0.1356561,-0.098874,,0.140503752
127,,-0.7724717,-0.01703721,-2.98768,-0.7872438,-0.01703721,-2.985075,-0.7692519,-8.23E-05,-2.960526,17:08:52,LargeOverlap(Clone) (UnityEngine.GameObject),4.537856,1.308997,,-0.0224717,-0.01703721,-0.13768,-0.0372438,-0.01703721,-0.135075,-0.0192519,-8.22544E-05,-0.110526,,0.140538344
156,,-0.7746925,-0.007596254,-2.989361,-0.7894169,-0.007596254,-2.986499,-0.7911913,0.1354346,-2.950719,17:10:30,LargeOverlap(Clone) (UnityEngine.GameObject),4.520403,1.396263,,-0.0246925,-0.007596254,-0.139361,-0.0394169,-0.007596254,-0.136499,-0.0411913,0.1354346,-0.100719,,0.141735355
148,,-0.687261,-0.03015381,-2.974928,-0.672684,-0.03015381,-2.966848,-0.6902791,-0.02080441,-2.948617,17:10:02,MediumOverlap(Clone) (UnityEngine.GameObject),5.218534,1.22173,,0.062739,-0.03015381,-0.124928,0.077316,-0.03015381,-0.116848,0.0597209,-0.02080441,-0.098617,,0.143012026
163,,-0.7470155,-0.007596254,-2.691864,-0.7303513,-0.007596254,-2.692154,-0.7474585,-0.01820827,-2.667331,17:10:54,MediumOverlap(Clone) (UnityEngine.GameObject),1.553343,1.396263,,0.0029845,-0.007596254,0.158136,0.0196487,-0.007596254,0.157846,0.0025415,-0.01820827,0.182669,,0.158346471
147,,-0.7767519,-0.01703721,-2.692767,-0.7915672,-0.01703721,-2.695113,-0.7687619,0.0746839,-2.61972,17:09:59,LargeOverlap(Clone) (UnityEngine.GameObject),1.727876,1.308997,,-0.0267519,-0.01703721,0.157233,-0.0415672,-0.01703721,0.154887,-0.0187619,0.0746839,0.23028,,0.160399959
155,,-0.827637,-0.01703721,-2.709878,-0.8127869,-0.01703721,-2.702311,-0.8511391,0.09544349,-2.681332,17:10:26,MediumOverlap(Clone) (UnityEngine.GameObject),2.042035,1.308997,,-0.077637,-0.01703721,0.140122,-0.0627869,-0.01703721,0.147689,-0.1011391,0.09544349,0.168668,,0.161096074
173,,-0.816819,-0.03015381,-2.706172,-0.8321607,-0.03015381,-2.712685,-0.817819,0.0793941,-2.641679,17:11:28,MediumOverlap(Clone) (UnityEngine.GameObject),1.972222,1.22173,,-0.066819,-0.03015381,0.143828,-0.0821607,-0.03015381,0.137315,-0.067819,0.0793941,0.208321,,0.161432725
172,,-0.677728,-0.03015381,-2.708516,-0.6641334,-0.03015381,-2.714855,-0.677927,0.07995963,-2.626169,17:11:24,LargeOverlap(Clone) (UnityEngine.GameObject),1.134464,1.22173,,0.072272,-0.03015381,0.141484,0.0858666,-0.03015381,0.135145,0.072073,0.07995963,0.223831,,0.161710286
109,,-0.7559682,-0.007596254,-2.687998,-0.7742903,-0.007596254,-2.688638,-0.7591687,-0.002249718,-2.658603,17:07:50,SmallOverlap(Clone) (UnityEngine.GameObject),1.605703,1.396263,,-0.0059682,-0.007596254,0.162002,-0.0242903,-0.007596254,0.161362,-0.0091687,-0.002249718,0.191397,,0.162289773
143,,-0.7115311,-0.03015381,-2.694755,-0.7293946,-0.03015381,-2.690631,-0.7157083,-0.03271484,-2.679935,17:09:45,SmallOverlap(Clone) (UnityEngine.GameObject),1.343904,1.22173,,0.0384689,-0.03015381,0.155245,0.0206054,-0.03015381,0.159369,0.0342917,-0.03271484,0.170065,,0.162757852
117,,-0.672363,-0.03015381,-2.707122,-0.6560279,-0.03015381,-2.715445,-0.6724504,-0.02940917,-2.698184,17:08:17,SmallOverlap(Clone) (UnityEngine.GameObject),1.099557,1.22173,,0.077637,-0.03015381,0.142878,0.0939721,-0.03015381,0.134555,0.0775496,-0.02940917,0.151816,,0.165381011
179,,-0.8995688,-0.01703721,-2.781139,-0.8922967,-0.01703721,-2.76802,-0.9000658,-0.00557065,-2.74752,17:11:49,LargeOverlap(Clone) (UnityEngine.GameObject),2.635447,1.308997,,-0.1495688,-0.01703721,0.068861,-0.1422967,-0.01703721,0.08198,-0.1500658,-0.00557065,0.10248,,0.165538303
168,,-0.5962971,-0.01703721,-2.788246,-0.6028727,-0.01703721,-2.774765,-0.5710294,0.1177046,-2.727064,17:11:11,LargeOverlap(Clone) (UnityEngine.GameObject),0.4537856,1.308997,,0.1537029,-0.01703721,0.061754,0.1471273,-0.01703721,0.075235,0.1789706,0.1177046,0.122936,,0.166518481
122,,-0.902371,-0.007596254,-2.782217,-0.9099376,-0.007596254,-2.797067,-0.8992212,-0.003225565,-2.750107,17:08:34,MediumOverlap(Clone) (UnityEngine.GameObject),2.670354,1.396263,,-0.152371,-0.007596254,0.067783,-0.1599376,-0.007596254,0.052933,-0.1492212,-0.003225565,0.099893,,0.166940588
62,,-0.8644281,-0.007596254,-2.728388,-0.8780524,-0.007596254,-2.740655,-0.9077541,0.09612799,-2.714554,17:05:10,SmallOverlap(Clone) (UnityEngine.GameObject),2.303835,1.396263,,-0.1144281,-0.007596254,0.121612,-0.1280524,-0.007596254,0.109345,-0.1577541,0.09612799,0.135446,,0.167155531
105,,-0.8934211,-0.01703721,-2.765479,-0.8843438,-0.01703721,-2.751502,-0.8877653,-0.02581859,-2.739156,17:07:37,MediumOverlap(Clone) (UnityEngine.GameObject),2.565634,1.308997,,-0.1434211,-0.01703721,0.084521,-0.1343438,-0.01703721,0.098498,-0.1377653,-0.02581859,0.110844,,0.167342995
38,,-0.6859385,-0.007596254,-2.694835,-0.6720307,-0.007596254,-2.700454,-0.6761034,-0.01304507,-2.674388,17:03:33,LargeOverlap(Clone) (UnityEngine.GameObject),1.186824,1.396263,,0.0640615,-0.007596254,0.155165,0.0779693,-0.007596254,0.149546,0.0738966,-0.01304507,0.175612,,0.168040936
36,,-0.7470155,-0.01703721,-2.682275,-0.7320178,-0.01703721,-2.682537,-0.7451631,-0.009003639,-2.68207,17:03:27,LargeOverlap(Clone) (UnityEngine.GameObject),1.553343,1.308997,,0.0029845,-0.01703721,0.167725,0.0179822,-0.01703721,0.167463,0.0048369,-0.009003639,0.16793,,0.168614499
56,,-0.6004312,-0.007596254,-2.772137,-0.591543,-0.007596254,-2.788172,-0.5263352,0.0785737,-2.732342,17:04:49,SmallOverlap(Clone) (UnityEngine.GameObject),0.5061455,1.396263,,0.1495688,-0.007596254,0.077863,0.158457,-0.007596254,0.061828,0.2236648,0.0785737,0.117658,,0.168793293
64,,-0.8380767,-0.03015381,-2.709034,-0.8237906,-0.03015381,-2.70045,-0.8169896,-0.04412174,-2.697141,17:05:17,MediumOverlap(Clone) (UnityEngine.GameObject),2.111848,1.22173,,-0.0880767,-0.03015381,0.140966,-0.0737906,-0.03015381,0.14955,-0.0669896,-0.04412174,0.152859,,0.168932444
50,,-0.7291591,-0.03015381,-2.6847,-0.7142709,-0.03015381,-2.686528,-0.7539635,0.0998919,-2.662964,17:04:22,LargeOverlap(Clone) (UnityEngine.GameObject),1.448623,1.22173,,0.0208409,-0.03015381,0.1653,0.0357291,-0.03015381,0.163472,-0.0039635,0.0998919,0.187036,,0.169315343
111,,-0.9143854,-0.01703721,-2.811914,-0.9097915,-0.01703721,-2.795893,-0.9592102,0.08208656,-2.724711,17:07:57,MediumOverlap(Clone) (UnityEngine.GameObject),2.86234,1.308997,,-0.1643854,-0.01703721,0.038086,-0.1597915,-0.01703721,0.054107,-0.2092102,0.08208656,0.125289,,0.16959767
58,,-0.5848169,-0.007596254,-2.810928,-0.5805033,-0.007596254,-2.827027,-0.5311545,0.08591318,-2.734638,17:04:57,MediumOverlap(Clone) (UnityEngine.GameObject),0.2617994,1.396263,,0.1651831,-0.007596254,0.039072,0.1694967,-0.007596254,0.022973,0.2188455,0.08591318,0.115362,,0.169911097
72,,-0.581588,-0.007596254,-2.826489,-0.5847715,-0.007596254,-2.808434,-0.5851009,-0.006317139,-2.80822,17:05:43,SmallOverlap(Clone) (UnityEngine.GameObject),0.1745329,1.396263,,0.168412,-0.007596254,0.023511,0.1652285,-0.007596254,0.041566,0.1648991,-0.006317139,0.04178,,0.170214782
2,,-0.9200733,-0.007596254,-2.868356,-0.9216412,-0.007596254,-2.853439,-0.918662,-0.01676369,-2.842041,17:01:14,LargeOverlap(Clone) (UnityEngine.GameObject),3.246312,1.396263,,-0.1700733,-0.007596254,-0.018356,-0.1716412,-0.007596254,-0.003439,-0.168662,-0.01676369,0.007959,,0.171229592
144,,-0.5840697,-0.03015381,-2.820089,-0.5796344,-0.03015381,-2.837878,-0.5629362,0.09049749,-2.769763,17:09:49,SmallOverlap(Clone) (UnityEngine.GameObject),0.2443461,1.22173,,0.1659303,-0.03015381,0.029911,0.1703656,-0.03015381,0.012122,0.1870638,0.09049749,0.080237,,0.171279843
139,,-0.9207757,-0.01703721,-2.852129,-0.9217352,-0.01703721,-2.870437,-0.966988,0.08325839,-2.833133,17:09:31,SmallOverlap(Clone) (UnityEngine.GameObject),3.089233,1.308997,,-0.1707757,-0.01703721,-0.002129,-0.1717352,-0.01703721,-0.020437,-0.216988,0.08325839,0.016867,,0.171636648
26,,-0.5790941,-0.01703721,-2.846461,-0.579734,-0.01703721,-2.828139,-0.1980269,-0.1927791,-2.785661,17:02:48,SmallOverlap(Clone) (UnityEngine.GameObject),0.03490658,1.308997,,0.1709059,-0.01703721,0.003539,0.170266,-0.01703721,0.021861,0.5519731,-0.1927791,0.064339,,0.171789457
4,,-0.7559682,-0.007596254,-3.021572,-0.7393117,-0.007596254,-3.022154,-0.7562855,-0.01860809,-3.016217,17:01:26,MediumOverlap(Clone) (UnityEngine.GameObject),4.677482,1.396263,,-0.0059682,-0.007596254,-0.171572,0.0106883,-0.007596254,-0.172154,-0.0062855,-0.01860809,-0.166217,,0.171843748
11,,-0.6249311,-0.007596254,-2.967833,-0.6374344,-0.007596254,-2.981241,-0.530624,0.06703711,-3.024791,17:01:51,SmallOverlap(Clone) (UnityEngine.GameObject),5.532694,1.396263,,0.1250689,-0.007596254,-0.117833,0.1125656,-0.007596254,-0.131241,0.219376,0.06703711,-0.174791,,0.172001595
100,,-0.9203593,-0.007596254,-2.873131,-0.919052,-0.007596254,-2.888073,-0.948454,0.1040857,-2.841278,17:07:19,LargeOverlap(Clone) (UnityEngine.GameObject),3.228859,1.396263,,-0.1703593,-0.007596254,-0.023131,-0.169052,-0.007596254,-0.038073,-0.198454,0.1040857,0.008722,,0.172090201
15,,-0.6915111,-0.007596254,-3.012233,-0.6774157,-0.007596254,-3.007102,-0.6720766,0.0747509,-3.098165,17:02:07,LargeOverlap(Clone) (UnityEngine.GameObject),5.061455,1.396263,,0.0584889,-0.007596254,-0.162233,0.0725843,-0.007596254,-0.157102,0.0779234,0.0747509,-0.248165,,0.172621554
149,,-0.5802646,-0.007596254,-2.882652,-0.5822958,-0.007596254,-2.899194,-0.5943065,0.006261826,-2.865075,17:10:06,MediumOverlap(Clone) (UnityEngine.GameObject),6.161012,1.396263,,0.1697354,-0.007596254,-0.032652,0.1677042,-0.007596254,-0.049194,0.1556935,0.006261826,-0.015075,,0.173014341
42,,-0.5893031,-0.01703721,-2.912251,-0.5950035,-0.01703721,-2.927912,-0.5897826,-0.01119852,-2.900789,17:03:51,MediumOverlap(Clone) (UnityEngine.GameObject),5.934119,1.308997,,0.1606969,-0.01703721,-0.062251,0.1549965,-0.01703721,-0.077912,0.1602174,-0.01119852,-0.050789,,0.173173171
52,,-0.9205935,-0.03015381,-2.842659,-0.9195471,-0.03015381,-2.827696,-0.9822433,0.09157372,-2.811639,17:04:29,LargeOverlap(Clone) (UnityEngine.GameObject),3.071779,1.22173,,-0.1705935,-0.03015381,0.007341,-0.1695471,-0.03015381,0.022304,-0.2322433,0.09157372,0.038361,,0.173393439
21,,-0.6519127,-0.01703721,-2.99209,-0.6641999,-0.01703721,-3.000694,-0.5868715,0.08267736,-3.050044,17:02:29,LargeOverlap(Clone) (UnityEngine.GameObject),5.323254,1.308997,,0.0980873,-0.01703721,-0.14209,0.0858001,-0.01703721,-0.150694,0.1631285,0.08267736,-0.200044,,0.173496262
74,,-0.9210101,-0.03015381,-2.856321,-0.9210101,-0.03015381,-2.874655,-1.124722,0.02120686,-2.809137,17:05:50,SmallOverlap(Clone) (UnityEngine.GameObject),3.141593,1.22173,,-0.1710101,-0.03015381,-0.006321,-0.1710101,-0.03015381,-0.024655,-0.374722,0.02120686,0.040863,,0.173763234
165,,-0.5802646,-0.01703721,-2.88383,-0.5822958,-0.01703721,-2.900372,-0.5949261,-0.008962154,-2.86888,17:11:01,MediumOverlap(Clone) (UnityEngine.GameObject),6.161012,1.308997,,0.1697354,-0.01703721,-0.03383,0.1677042,-0.01703721,-0.050372,0.1550739,-0.008962154,-0.01888,,0.173910441
87,,-0.5903484,-0.007596254,-2.918565,-0.5969185,-0.007596254,-2.93568,-0.5974386,-0.01289988,-2.896677,17:06:34,SmallOverlap(Clone) (UnityEngine.GameObject),5.916666,1.396263,,0.1596516,-0.007596254,-0.068565,0.1530815,-0.007596254,-0.08568,0.1525614,-0.01289988,-0.046677,,0.173918072
